DOD,Month,Day,Year,LOCATION,Easting,Northing,SEX,AGE.CLASS,COD,WinterYear
4/13/03,4,13,2003,LITTLE AMERICA,552625,4972954,FEMALE,OLD ADULT,DEFINITE WOLF,2003
4/10/03,4,10,2003,WEST OF GARNET HILL,543426,4977809,FEMALE,OLD ADULT,PROBABLE WOLF,2003
4/14/03,4,14,2003,"SLOUGH CREEK, IN LITTLE AMERICA",552553,4975090,UNKNOWN,ADULT,PROBABLE WOLF,2003
4/16/03,4,16,2003,LOWER BLACKTAIL CREEK,533842,4981158,UNKNOWN,CALF,PROBABLE WOLF,2003
4/23/03,4,23,2003,SE OF FOOTBRIDGE LOT,566744,4968915,UNKNOWN,UNKNOWN,PROBABLE WOLF,2003
4/26/03,4,26,2003,SE OF LAMAR RANGER STATION,560544,4970965,UNKNOWN,UNKNOWN,PROBABLE WOLF,2003
4/20/03,4,20,2003,SLOUGH CREEK,552344,4974965,UNKNOWN,UNKNOWN,PROBABLE WOLF,2003
4/30/03,4,30,2003,EAST OF DAVE'S HILL - SLOUGH CREEK AREA,555044,4974415,UNKNOWN,UNKNOWN,PROBABLE WOLF,2003
4/30/03,4,30,2003,"SLOUGH CREEK, NEAR TRAILHEAD",554244,4976915,MALE,ADULT,DEFINITE WOLF,2003
11/6/03,11,6,2003,MT EVERTS,527355,4980575,FEMALE,ADULT,DEFINITE WOLF,2004
11/6/03,11,6,2003,BACKSIDE OF MT NORRIS,567918,4966783,UNKNOWN,CALF,DEFINITE WOLF,2004
11/8/03,11,8,2003,TOWER,546287,4974201,FEMALE,OLD ADULT,PROBABLE WOLF,2004
11/15/03,11,15,2003,"LAMAR VALLEY, SOUTH SIDE OF RIVER, EAST OF AMETHYST CREEK",560160,4970044,UNKNOWN,CALF,PROBABLE WOLF,2004
11/16/03,11,16,2003,LAMAR RIVER IN CENTRAL LAMAR VALLEY; 104 MI EAST OF RANCH,560857,4970491,UNKNOWN,CALF,PROBABLE WOLF,2004
11/17/03,11,17,2003,"SE OF DOROTHY'S KNOLL, APPROX 200 M FROM ROAD",559424,4972453,UNKNOWN,CALF,DEFINITE WOLF,2004
11/20/03,11,20,2003,NE OF BUFFALO RANCH,561539,4971110,UNKNOWN,CALF,PROBABLE WOLF,2004
11/21/03,11,21,2003,NORTH OF CONFLUENCE OF SLOUGH CRK X LAMAR RIVER,552729,4974272,UNKNOWN,CALF,PROBABLE WOLF,2004
11/23/03,11,23,2003,SOUTH OF LAMAR RIVER ACROSS FROM RANCH,559726,4970766,MALE,ADULT,PROBABLE WOLF,2004
11/26/03,11,26,2003,"NORTH OF COYOTE OVERLOOK, LAMAR VALLEY",558816,4973481,UNKNOWN,CALF,PROBABLE WOLF,2004
11/26/03,11,26,2003,ROSE CREEK PEN AREA,561128,4973147,UNKNOWN,CALF,PROBABLE WOLF,2004
11/27/03,11,27,2003,NORTH OF INSTITUTE ON EAST FACING SLOPD OF KNOB,560659,4972540,UNKNOWN,CALF,PROBABLE WOLF,2004
11/15/03,11,15,2003,MT EVERTS,527316,4980470,FEMALE,OLD ADULT,PROBABLE WOLF,2004
11/15/03,11,15,2003,WEST OF YELLOWSTONE RIVER X BROAD CREEK CONFLUENCE,549639,4958989,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
11/15/03,11,15,2003,BUFFALO PLATEAU,551799,4982160,MALE,ADULT,PROBABLE WOLF,2004
11/16/03,11,16,2003,LITTLE BUFFALO CREEK,546650,4978741,FEMALE,OLD ADULT,PROBABLE WOLF,2004
11/8/03,11,8,2003,"TOWER JUNCTION, NORTH OF RANGER STATION",545836,4973939,FEMALE,OLD ADULT,PROBABLE WOLF,2004
11/17/03,11,17,2003,UPPER BLACKTAIL PLATEAU,532889,4973299,MALE,OLD ADULT,PROBABLE WOLF,2004
11/16/03,11,16,2003,SLOUGH CREEK,561943,4981441,MALE,ADULT,PROBABLE WOLF,2004
11/12/03,11,12,2003,EAST END OF SOUTH BUTTE,536886,4976843,UNKNOWN,CALF,PROBABLE WOLF,2004
11/25/03,11,25,2003,UPPER BALCK HOLE - OXBOW CREEK,539316,4975960,MALE,OLD ADULT,PROBABLE WOLF,2004
11/22/03,11,22,2003,LOWER BLACKTAIL,532755,4980804,FEMALE,OLD ADULT,PROBABLE WOLF,2004
11/23/03,11,23,2003,JUNCTION LAKE AREA,549045,4976515,UNKNOWN,CALF,DEFINITE WOLF,2004
11/25/03,11,25,2003,COTTONWOOD CREEK,538408,4984348,UNKNOWN,CALF,PROBABLE WOLF,2004
11/21/03,11,21,2003,"HELLROARING SLOPE, WEST OF LITTLE BUFFALO CREEK",545110,4979424,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
11/27/03,11,27,2003,SE OF COTTONWOOD CREEK,539309,4982982,UNKNOWN,CALF,PROBABLE WOLF,2004
11/27/03,11,27,2003,2ND MEADOW OF SLOUGH CREEK FLATS,557243,4978356,MALE,ADULT,PROBABLE WOLF,2004
11/29/03,11,29,2003,HELLROARING SLOPE,544828,4979774,UNKNOWN,CALF,PROBABLE WOLF,2004
11/29/03,11,29,2003,BELOW LUPINE CREEK TRHOUGH-WAY,531827,4975817,MALE,ADULT,PROBABLE WOLF,2004
11/20/03,11,20,2003,BOILING RIVER,524427,4981721,FEMALE,ADULT,PROBABLE WOLF,2004
12/3/03,12,3,2003,"EAST OF SECRET PASSAGE, NORTHO F FISHERMAN'S PULLOUT",556050,4975150,UNKNOWN,CALF,PROBABLE WOLF,2004
12/4/03,12,4,2003,"NORTH OF BOULDER PULLOUT, EAST OF JUNCTION BUTTE",549519,4973665,UNKNOWN,CALF,PROBABLE WOLF,2004
12/5/03,12,5,2003,JASPER BENCH,556739,4972310,FEMALE,OLD ADULT,DEFINITE WOLF,2004
12/8/03,12,8,2003,WEST FORK OF ROSE CREEK,560691,4975073,UNKNOWN,CALF,PROBABLE WOLF,2004
12/9/03,12,9,2003,250 METERS EAST OF FISHERMAN'S PULLOUT,558085,4973524,UNKNOWN,CALF,PROBABLE WOLF,2004
12/1/03,12,1,2003,SLOUGH CRK X BUFFALO FORK CONFLUENCE,554078,4978223,MALE,OLD ADULT,PROBABLE WOLF,2004
12/16/03,12,16,2003,EAST OF PEREGRINE HILLS,551294,4973815,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/9/03,12,9,2003,PAINTED HILLS,529302,4982486,MALE,ADULT,PROBABLE WOLF,2004
12/9/03,12,9,2003,200 METERS EAST OF FISHERMAN'S PULLOUT,557909,4973384,UNKNOWN,CALF,PROBABLE WOLF,2004
12/10/03,12,10,2003,"SOUTH OF JUNCTION BUTTE, SOUTH OF ROAD",548056,4973127,UNKNOWN,CALF,PROBABLE WOLF,2004
12/13/03,12,13,2003,ROSE CREEK,561535,4972483,MALE,ADULT,PROBABLE WOLF,2004
12/8/03,12,8,2003,ELK CREEK,543645,4975317,MALE,ADULT,PROBABLE WOLF,2004
12/8/03,12,8,2003,2ND MEADOW OF SLOUGH CREEK FLATS,561244,4980954,MALE,ADULT,PROBABLE WOLF,2004
12/10/03,12,10,2003,BETWEEN LOWER BLACKTAIL AND OXBOW CREEK,534105,4980865,UNKNOWN,CALF,DEFINITE WOLF,2004
12/10/03,12,10,2003,"BLACKTAIL, BELOW KNOB OF TREES",531869,4979787,UNKNOWN,CALF,PROBABLE WOLF,2004
12/12/03,12,12,2003,MT EVERTS LAKE,529483,4978685,FEMALE,OLD ADULT,PROBABLE WOLF,2004
12/12/03,12,12,2003,2ND MEADOW OF SLOUGH CREEK FLATS,562385,4981740,FEMALE,ADULT,PROBABLE WOLF,2004
12/10/03,12,10,2003,BASE OF COTTONWOOD CREEK,538748,4982175,FEMALE,OLD ADULT,PROBABLE WOLF,2004
12/18/03,12,18,2003,SW OF INSTITUTE,559144,4971465,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/19/03,12,19,2003,S OF MID-POINT IN LAMAR VALLEY,561444,4970415,UNKNOWN,UNKNOWN,DEFINITE WOLF,2004
12/19/03,12,19,2003,SW OF LAMAR X SODA BUTTE CONFLUENCE,563644,4967915,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/20/03,12,20,2003,SW OF FOOTBRIDGE LOT,564743,4967025,FEMALE,OLD ADULT,PROBABLE WOLF,2004
12/23/03,12,23,2003,EAST OF PEREGRINE HILLS,551544,4973615,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/25/03,12,25,2003,EAST OF INSTITUTE,561544,4970865,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/23/03,12,23,2003,EAST OF FISHERMAN'S PULLOUT,557794,4973115,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/27/03,12,27,2003,SECRET PASSAGE,556194,4975015,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/29/03,12,29,2003,"LITTLE AMERICA, SOUTH OF ROAD",551744,4972515,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
12/19/03,12,19,2003,HELLROARING CREEK,541826,4980327,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/8/04,1,8,2004,HELLROARING CREEK,542960,4978836,UNKNOWN,CALF,PROBABLE WOLF,2004
1/9/04,1,9,2004,LAMAR VALLEY; ROSE CREEK,559283,4971505,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/11/04,1,11,2004,WEST OF HELLROARING CREEK,541537,4980970,UNKNOWN,CALF,PROBABLE WOLF,2004
1/10/04,1,10,2004,BUFFALO FORK,553973,4979378,MALE,OLD ADULT,PROBABLE WOLF,2004
1/14/04,1,14,2004,LOWER JUNCTION BUTTE,548038,4973740,UNKNOWN,CALF,PROBABLE WOLF,2004
1/13/04,1,13,2004,LAMAR VALLEY - BELOW JASPER BENCH,558555,4972202,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/15/04,1,15,2004,NORTH BUTTE,534948,4979458,UNKNOWN,YEARLING,PROBABLE WOLF,2004
1/14/04,1,14,2004,GARDNER RIVER,525479,4978434,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/13/04,1,13,2004,HELLROARING CREEK,543644,4980417,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
1/13/04,1,13,2004,LAMAR VALLEY; SOUTH OF DOROTHY'S KNOLL,558635,4971921,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/20/04,1,20,2004,"BLACKTAIL, NEAR ASPEN GROVE NEAR ISLAND OF TREES",535131,4974596,MALE,OLD ADULT,PROBABLE WOLF,2004
1/22/04,1,22,2004,ELK CREEK,543853,4975026,FEMALE,YEARLING,PROBABLE WOLF,2004
1/21/04,1,21,2004,FIRST MEADOW SLOUGH CREEK,557339,4978648,MALE,ADULT,PROBABLE WOLF,2004
1/27/04,1,27,2004,BELOW JASPER BENCH,557614,4972985,UNKNOWN,CALF,PROBABLE WOLF,2004
1/28/04,1,28,2004,CRYSTAL CREEK,553784,4973008,UNKNOWN,CALF,PROBABLE WOLF,2004
1/28/04,1,28,2004,CRYSTAL CREEK,553905,4973117,FEMALE,ADULT,PROBABLE WOLF,2004
1/27/04,1,27,2004,CHINESE GARDENS BETWEEN GARDINER AND MAMMOTH,524165,4982721,FEMALE,OLD ADULT,PROBABLE WOLF,2004
1/30/04,1,30,2004,SOUTH OF STRAIGHTAWAY IN LITTLE AMERICA,NA,NA,FEMALE,ADULT,PROBABLE WOLF,2004
1/31/04,1,31,2004,EAST OF JUNCTION BUTTE,548960,4973804,FEMALE,OLD ADULT,PROBABLE WOLF,2004
2/2/04,2,2,2004,"BLACKTAIL PLATEAU, ABOVE UPPER CABIN",533550,4975339,MALE,ADULT,PROBABLE WOLF,2004
2/2/04,2,2,2004,ANTELOPE CREEK BASIN NEAR WASHBURN ROAD,546916,4968045,MALE,ADULT,DEFINITE WOLF,2004
1/31/04,1,31,2004,SPECIMEN RIDGE,552157,4969813,MALE,ADULT,PROBABLE WOLF,2004
2/4/04,2,4,2004,"BLACKTAIL, WEST OF BLACKTAIL DEER CREEK",532550,4975338,MALE,ADULT,PROBABLE WOLF,2004
2/4/04,2,4,2004,SHEEP RIDGE ACROSS FROM WRECKERS PULLOUT,547417,4976356,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
2/1/04,2,1,2004,"LOWER MAMMOTH, BEHIND PHIL PERKINS HOUSE",524516,4979579,FEMALE,OLD ADULT,PROBABLE WOLF,2004
2/5/04,2,5,2004,"1ST MEADOW OF SLOUGH, NEAR TRAIL",556904,4977780,MALE,OLD ADULT,PROBABLE WOLF,2004
2/3/04,2,3,2004,SLOUGH CREEK NEAR CAMPGROUND PARKING LOT,554603,4976551,MALE,OLD ADULT,PROBABLE WOLF,2004
2/11/04,2,11,2004,MAMMOTH SCHOOL,524293,4980181,FEMALE,OLD ADULT,PROBABLE WOLF,2004
2/11/04,2,11,2004,TOWER FLATS,545834,4974297,UNKNOWN,CALF,PROBABLE WOLF,2004
2/13/04,2,13,2004,YANCEY'S HOLE,545185,4975319,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
3/7/04,3,7,2004,ROUND PRAIRIE,569927,4972665,UNKNOWN,CALF,PROBABLE WOLF,2004
3/9/04,3,9,2004,AMETHEYST CREEK,558604,4969850,MALE,OLD ADULT,PROBABLE WOLF,2004
3/11/04,3,11,2004,NORTH OF SODA BUTE CONE,566910,4970401,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/15/04,3,15,2004,ROUND PRAIRIE,570774,4974720,FEMALE,ADULT,PROBABLE WOLF,2004
2/22/04,2,22,2004,LAMAR VALLEY,558680,4973787,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/1/04,3,1,2004,PROMITORY - EAST DECKARD FLATS,530041,4985343,UNKNOWN,CALF,PROBABLE WOLF,2004
3/2/04,3,2,2004,BLACKTAIL BETWEEN BLACKTAIL X LUPINE CREEKS,531319,4974330,MALE,OLD ADULT,PROBABLE WOLF,2004
3/2/04,3,2,2004,BLACKTAIL BETWEEN BLACKTAIL X LUNPINE CREEKS,531250,4974311,MALE,OLD ADULT,PROBABLE WOLF,2004
3/2/04,3,2,2004,LITTLE BUFFALO CREEK,546970,4979387,MALE,ADULT,PROBABLE WOLF,2004
3/2/04,3,2,2004,TOWER CREEK,545681,4969232,MALE,ADULT,PROBABLE WOLF,2004
3/2/04,3,2,2004,SLOUGH CREEK FLATS,554063,4976067,MALE,ADULT,PROBABLE WOLF,2004
3/3/04,3,3,2004,HELLROARING SLOPE,544468,4979352,UNKNOWN,CALF,PROBABLE WOLF,2004
3/4/04,3,4,2004,COTTONWOOD CREEK X CINNABAR BASIN,508930,4995619,UNKNOWN,CALF,PROBABLE WOLF,2004
3/5/04,3,5,2004,LITTLE COTTONWOOD CREEK,541022,4983205,MALE,ADULT,PROBABLE WOLF,2004
3/5/04,3,5,2004,DRUID PEAK,562944,4971939,MALE,OLD ADULT,PROBABLE WOLF,2004
3/6/04,3,6,2004,"BLACKTAIL, DRAINAGE SOUTH OF 1996 DEN FOREST",535978,4975711,MALE,OLD ADULT,PROBABLE WOLF,2004
3/6/04,3,6,2004,WEST OF HELLROARING CREEK,541657,4980994,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/8/04,3,8,2004,"UNDINE, BASE OF MT EVERTS",527611,4977438,MALE,OLD ADULT,PROBABLE WOLF,2004
3/8/04,3,8,2004,HEAD OF OXBOW CREEK,538431,4976415,MALE,OLD ADULT,PROBABLE WOLF,2004
3/9/04,3,9,2004,LUPINE CREEK,530169,4975466,MALE,OLD ADULT,PROBABLE WOLF,2004
3/5/04,3,5,2004,TOWER CREEK,546419,4969659,UNKNOWN,ADULT,PROBABLE WOLF,2004
3/10/04,3,10,2004,LITTLE AMERICA,552310,4972292,FEMALE,OLD ADULT,DEFINITE WOLF,2004
3/11/04,3,11,2004,UPPER OXBOW CREEK,538302,4975794,MALE,OLD ADULT,PROBABLE WOLF,2004
3/11/04,3,11,2004,EAST OF GARNETT HILL NEAR YELLOWSTONE RIVER,546390,4976387,UNKNOWN,CALF,PROBABLE WOLF,2004
3/9/04,3,9,2004,SECRET PASSAGE,555581,4974845,UNKNOWN,CALF,PROBABLE WOLF,2004
3/9/04,3,9,2004,SECRET PASSAGE,555556,4974843,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/14/04,3,14,2004,LOWER OXBOW CREEK,535976,4980255,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/12/04,3,12,2004,ELK CREEK / GARNET HILL,543884,4977556,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
3/11/04,3,11,2004,LITTLE COTTONWOOD CREEK,540182,4982638,FEMALE,ADULT,PROBABLE WOLF,2004
3/14/04,3,14,2004,LOWER OXBOW CREEK,536216,4980524,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/15/04,3,15,2004,WEST OF HELLROARING CREEK/EAST OF YELLOWSTONE RIVER,542028,4979698,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/14/04,3,14,2004,OXBOW CREEK,536126,4979519,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/15/04,3,15,2004,TOWER,547331,4971302,MALE,ADULT,PROBABLE WOLF,2004
3/8/04,3,8,2004,LAMAR VALLEY,559011,4972968,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/17/04,3,17,2004,HELLROARING SLOPE,542987,4979000,MALE,ADULT,PROBABLE WOLF,2004
3/20/04,3,20,2004,CRYSTAL CREEK,554190,4972785,MALE,ADULT,PROBABLE WOLF,2004
3/22/04,3,22,2004,CACHE CREEK,570776,4965336,MALE,ADULT,PROBABLE WOLF,2004
3/22/04,3,22,2004,CACHE CREEK,570732,4965013,MALE,ADULT,PROBABLE WOLF,2004
3/25/04,3,25,2004,WEST END OF JASPER BENCH,557030,4972745,MALE,OLD ADULT,DEFINITE WOLF,2004
3/21/04,3,21,2004,TOWER C REEK - IN WATER,546826,4969957,MALE,ADULT,PROBABLE WOLF,2004
3/22/04,3,22,2004,LITTLE AMERICA/JUNCTION BUTTE,548792,4972373,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/28/04,3,28,2004,EAST OF SODA BUTTE CREEK IN LOWER SLOPES OF THUNDERER/NORRIS COMPLEX,569200,4970195,MALE,OLD ADULT,PROBABLE WOLF,2004
3/23/04,3,23,2004,BLACKTAIL PLATEAU,534541,4975037,MALE,ADULT,PROBABLE WOLF,2004
3/23/04,3,23,2004,JASPER CREEK,555446,4970226,MALE,ADULT,PROBABLE WOLF,2004
3/23/04,3,23,2004,"ROAD TO TOWER FALLS, NEAR TOWER, RAINY LAKE",547249,4973048,UNKNOWN,CALF,PROBABLE WOLF,2004
3/24/04,3,24,2004,"SLOUGH CREEK, 1ST MEADOW",556993,4978425,UNKNOWN,ADULT,PROBABLE WOLF,2004
3/26/04,3,26,2004,WEST OF LITTLE COTTONWOOD CREEK,540199,4982824,UNKNOWN,CALF,PROBABLE WOLF,2004
3/26/04,3,26,2004,TOWER JUNCTION,546056,4974628,FEMALE,OLD ADULT,DEFINITE WOLF,2004
3/27/04,3,27,2004,BELOW SOUTH BUTTE,535156,4977337,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/28/04,3,28,2004,ELK CREEK DRAINAGE NEAR MAIN ROAD,543888,4974330,MALE,ADULT,PROBABLE WOLF,2004
3/27/04,3,27,2004,JUST NORTH OF HIGH BRIDGE,525226,4978926,UNKNOWN,UNKNOWN,PROBABLE WOLF,2004
3/27/04,3,27,2004,ANTELOPE BASIN,546296,4965463,UNKNOWN,ADULT,PROBABLE WOLF,2004
3/27/04,3,27,2004,1ST MEADOW OF SLOUGH CREEK,557966,4978306,UNKNOWN,ADULT,PROBABLE WOLF,2004
3/28/04,3,28,2004,"NORTH OF BOILING RIVER, NEAR MAMMOTH",524065,4982732,FEMALE,OLD ADULT,PROBABLE WOLF,2004
3/30/04,3,30,2004,IN HELLROARING CREEK,541834,4980323,FEMALE,ADULT,PROBABLE WOLF,2004
3/29/04,3,29,2004,WILLOW PARK,520542,4968885,UNKNOWN,ADULT,PROBABLE WOLF,2004
4/1/04,4,1,2004,FISHERMAN'S PULLOUT,557847,4973601,FEMALE,OLD ADULT,PROBABLE WOLF,2004
4/4/04,4,4,2004,IN SODA BUTTE CREEK AT SODA BUTTE,567138,4970529,FEMALE,ADULT,PROBABLE WOLF,2004
4/9/04,4,9,2004,"BLACKTAIL, NEAR RIBBON OF TREES",534965,4976369,UNKNOWN,ADULT,PROBABLE WOLF,2004
4/10/04,4,10,2004,LOWER HELLROARING SLOPE,542915,4979262,UNKNOWN,CALF,PROBABLE WOLF,2004
4/9/04,4,9,2004,GARDNER'S HOLE,518060,4976583,UNKNOWN,ADULT,PROBABLE WOLF,2004
4/10/04,4,10,2004,"SHEEP RIDGE, WEST OF JUNTION LAKE",546688,4976265,FEMALE,OLD ADULT,PROBABLE WOLF,2004
4/21/04,4,21,2004,SECOND MEADOW OF SLOUGH CREEK,559879,4979436,UNKNOWN,ADULT,PROBABLE WOLF,2004
4/20/04,4,20,2004,"PHANTOM LAKE, NORTH SIDE OF ROAD (OXBOW CREEK)",537054,4978137,MALE,OLD ADULT,PROBABLE WOLF,2004
4/23/04,4,23,2004,"LAMAR RIVER, LITTLE AMERICA",552792,4973559,UNKNOWN,CALF,PROBABLE WOLF,2004
11/5/04,11,5,2004,SE OF LAMAR X SODA BUTTE CONFLUENCE,564056,4968735,FEMALE,ADULT,PROBABLE WOLF,2005
11/7/04,11,7,2004,LUPINE CREEK,530960,4972358,MALE,ADULT,PROBABLE WOLF,2005
11/8/04,11,8,2004,DRUID PEAK,564588,4972186,UNKNOWN,CALF,PROBABLE WOLF,2005
11/10/04,11,10,2004,NEAR SODA BUTTE CONE,567216,4969488,MALE,OLD ADULT,PROBABLE WOLF,2005
11/15/04,11,15,2004,EAST OF GEODE CREEK,541317,4979271,FEMALE,ADULT,PROBABLE WOLF,2005
11/15/04,11,15,2004,EAST OF LITTLE BUFFALO CREEK,546470,4978594,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/13/04,11,13,2004,ROUND PRAIRIE,570034,4972990,MALE,ADULT,PROBABLE WOLF,2005
11/27/04,11,27,2004,EAST OF DAVE'S HILL,554500,4974489,UNKNOWN,CALF,PROBABLE WOLF,2005
11/17/04,11,17,2004,AGATE CREEK,552364,4967587,MALE,ADULT,PROBABLE WOLF,2005
11/29/04,11,29,2004,"LAMAR RIVER, NORTH OF COTTONWOOD FOREST",564160,4967822,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/30/04,11,30,2004,LAMAR CANYON,557201,4973629,FEMALE,ADULT,PROBABLE WOLF,2005
12/2/04,12,2,2004,CONFLUENCE OF AMETHYST CREEK X LAMAR RIVER,559667,4970827,MALE,OLD ADULT,PROBABLE WOLF,2005
12/8/04,12,8,2004,AMETHYST CREEK,558631,4969863,MALE,ADULT,PROBABLE WOLF,2005
11/15/04,11,15,2004,EAST OF LITTLE BUFFALO CREEK,546486,4978645,UNKNOWN,CALF,PROBABLE WOLF,2005
11/16/04,11,16,2004,2ND MEADOW OF SLOUGH CREEK,561464,4980655,MALE,OLD ADULT,PROBABLE WOLF,2005
11/18/04,11,18,2004,LOWER HELLROARING,542637,4979729,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/19/04,11,19,2004,BLACKTAIL PLATEAU,533858,4980446,UNKNOWN,CALF,PROBABLE WOLF,2005
11/20/04,11,20,2004,HELLROARING SLOPE,545501,4979533,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/20/04,11,20,2004,UPPER HELLROARING SLOPE,546654,4980695,FEMALE,OLD ADULT,DEFINITE WOLF,2005
11/23/04,11,23,2004,ANTELOPE CREEK,547130,4966788,MALE,OLD ADULT,PROBABLE WOLF,2005
11/23/04,11,23,2004,BULL MOOSE MOUNTAIN,545358,4986222,UNKNOWN,ADULT,PROBABLE WOLF,2005
11/26/04,11,26,2004,LITTLE COTTONWOOD CREEK,540874,4982660,UNKNOWN,CALF,PROBABLE WOLF,2005
11/27/04,11,27,2004,MT EVERTS,527350,4980426,FEMALE,ADULT,PROBABLE WOLF,2005
11/26/04,11,26,2004,SLOUGH CREEK / MCBRIDE LAKE,558953,4978539,MALE,ADULT,PROBABLE WOLF,2005
11/27/04,11,27,2004,SLOUGH CREEK / MCBRIDE LAKE,558906,4979550,MALE,OLD ADULT,PROBABLE WOLF,2005
11/28/04,11,28,2004,BLACKTAIL DEER CREEK,532338,4979466,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/23/04,11,23,2004,PANTHER CREEK; GARDNER'S HOLE,517732,4972410,MALE,OLD ADULT,PROBABLE WOLF,2005
11/29/04,11,29,2004,SPECIMEN RIDGE,551463,4969803,FEMALE,ADULT,PROBABLE WOLF,2005
11/30/04,11,30,2004,HELLROARING CREEK,543757,4980832,MALE,OLD ADULT,PROBABLE WOLF,2005
11/30/04,11,30,2004,NW OF PROSPECT PEAK,536326,4973439,MALE,OLD ADULT,PROBABLE WOLF,2005
12/1/04,12,1,2004,NORTH BUTTE,534451,4979524,FEMALE,OLD ADULT,PROBABLE WOLF,2005
11/17/04,11,17,2004,"IN SODA BUTTE CREEK, EAST OF CONE",567744,4970265,MALE,ADULT,PROBABLE WOLF,2005
12/2/04,12,2,2004,"JUNCTION BUTTE, NORTH SIDE NEAR LAMAR RIVER",547717,4975008,UNKNOWN,OLD ADULT,PROBABLE WOLF,2005
12/1/04,12,1,2004,SOUTH OF JUNCTION BUTTE,547552,4973869,FEMALE,OLD ADULT,PROBABLE WOLF,2005
12/2/04,12,2,2004,SLOUGH CREEK,557518,4978241,MALE,OLD ADULT,DEFINITE WOLF,2005
12/5/04,12,5,2004,MCBRIDE LAKE,559374,4979758,MALE,OLD ADULT,PROBABLE WOLF,2005
12/7/04,12,7,2004,HELLROARING CREEK,542493,4980477,FEMALE,OLD ADULT,PROBABLE WOLF,2005
12/8/04,12,8,2004,BLACKTAIL PLATEAU,534425,4975448,MALE,YEARLING,PROBABLE WOLF,2005
12/10/04,12,10,2004,PHANTOM LAKE/BLACK HOLE,537001,4977662,FEMALE,OLD ADULT,PROBABLE WOLF,2005
12/11/04,12,11,2004,COTTONWOOD CREEK,537067,4983765,UNKNOWN,CALF,PROBABLE WOLF,2005
12/11/04,12,11,2004,ABOVE WRAITH FALLS PULLOUT - SOUTH OF ROAD,530157,4976310,FEMALE,OLD ADULT,PROBABLE WOLF,2005
12/12/04,12,12,2004,"BLACK CANYON, ACROSS FROM OXBOW CRK X YELLOWSTONE RIVER CONFLUENCE",534672,4982283,UNKNOWN,CALF,PROBABLE WOLF,2005
12/14/04,12,14,2004,FIRST MEADOW SLOUGH CREEK,556923,4977867,MALE,ADULT,PROBABLE WOLF,2005
12/27/04,12,27,2004,YANCEY'S HOLE,545253,4975239,UNKNOWN,UNKNOWN,PROBABLE WOLF,2005
12/17/04,12,17,2004,"1 MILE WEST OF YELLOWSTONE INSTITUTE, SOUTH OF ROAD",559694,4972115,FEMALE,ADULT,PROBABLE WOLF,2005
12/25/04,12,25,2004,ROUND PRAIRIE,570444,4973615,FEMALE,ADULT,PROBABLE WOLF,2005
12/29/04,12,29,2004,SW OF YELLOWSTONE INTSTITUTE,559594,4971515,UNKNOWN,CALF,PROBABLE WOLF,2005
1/7/05,1,7,2005,SODA BUTTE CREEK,567670,4970428,FEMALE,OLD ADULT,PROBABLE WOLF,2005
1/13/05,1,13,2005,NE OF FLOATING ISLAND LAKE,543880,4976242,UNKNOWN,CALF,PROBABLE WOLF,2005
1/5/05,1,5,2005,SOUTH OF HITCHING POST LOT IN SODA BUTTE CREEK,565344,4968365,FEMALE,UNKNOWN,PROBABLE WOLF,2005
1/12/05,1,12,2005,SODA BUTTE VALLEY,567551,4970709,FEMALE,OLD ADULT,PROBABLE WOLF,2005
