DOD,Month,Day,Year,LOCATION,Easting,Northing,SEX,AGE.CLASS,COD,WinterYear
3/23/11,3,23,2011,MAMMOTH SCHOOL BUS STOP,524226,4979875,FEMALE,OLD ADULT,DEFINITE WOLF,2011
3/23/11,3,23,2011,BUNSEN PEAK- NEAR SKI TRAIL ON S SIDE,523880,4974745,MALE,ADULT,PROBABLE WOLF,2011
3/25/11,3,25,2011,W SPECIMEN RIDGE ON YELLOWSTONE RIVER,549565,4970821,FEMALE,ADULT,DEFINITE WOLF,2011
3/25/11,3,25,2011,"W SPECIMEN, N OF QUARTZ",549904,4969973,UNKNOWN,CALF,DEFINITE WOLF,2011
3/27/11,3,27,2011,NW OF FOOTBRIDGE,565268,4969647,MALE,OLD ADULT,PROBABLE WOLF,2011
3/30/11,3,30,2011,NE OF COYOTE OL,558963,4973452,FEMALE,OLD ADULT,DEFINITE WOLF,2011
4/7/11,4,7,2011,EAST OF BLACKTAIL DEER CR/ NORTH OF MARY M CABIN,532608,4977601,UNKNOWN,ADULT,PROBABLE WOLF,2011
3/30/11,3,30,2011,N OF HIGH BRIDGE IN MAMMOTH,524923,4978774,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/30/11,3,30,2011,YELLOWSTONE RIVER-EAST OF TOWER FALLS,549366,4971682,FEMALE,CALF,PROBABLE WOLF,2011
4/1/11,4,1,2011,1'ST DRAINAGE WEST OF YELLOWSTONE INSTITUTE,560044,4974115,FEMALE,ADULT,DEFINITE WOLF,2011
4/3/11,4,3,2011,ON SLOPE WEST OF YELLOWSTONE INSTITUTE,560594,4972015,FEMALE,ADULT,PROBABLE WOLF,2011
4/3/11,4,3,2011,JUST WEST OF YELLOWSTONE INSTITUTE,560644,4972015,MALE,ADULT,PROBABLE WOLF,2011
4/11/11,4,11,2011,100M WEST OF BUFFALO RANCH,560456,4971788,FEMALE,OLD ADULT,PROBABLE WOLF,2011
4/9/11,4,9,2011,SOUTH OF SODA BUTTE EAST LOT,568594,4971115,UNKNOWN,ADULT,PROBABLE WOLF,2011
4/19/11,4,19,2011,LAMAR RIVER- W OF PEREGRINE KNOLLS,549737,4974323,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
4/21/11,4,21,2011,"NORTH OF COYOTE PULLOUT, LAMAR",558510,4973817,MALE,ADULT,PROBABLE WOLF,2011
4/19/11,4,19,2011,NEAR SODA BUTTE X LAMAR,564144,4968815,MALE,ADULT,DEFINITE WOLF,2011
4/16/11,4,16,2011,EAST OF CRYSTAL CREEK,553644,4971965,UNKNOWN,ADULT,PROBABLE WOLF,2011
4/23/11,4,23,2011,NEAR FISHERMANS PULLOUT,557194,4973615,FEMALE,ADULT,DEFINITE WOLF,2011
4/29/11,4,29,2011,EAST SODA BUTTE VALLEY,568855,4971751,MALE,ADULT,PROBABLE WOLF,2011
4/29/11,4,29,2011,LITTLE AMERICA,552426,4972136,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
4/30/11,4,30,2011,BLACK HOLE,536092,4977884,MALE,ADULT,PROBABLE WOLF,2011
4/30/11,4,30,2011,SOUTH OF JUNCTION BUTTE,548103,4973751,UNKNOWN,ADULT,PROBABLE WOLF,2011
4/30/11,4,30,2011,NORTH OF WRECKER PULLOUT,547304,4974600,FEMALE,OLD ADULT,PROBABLE WOLF,2011
4/15/11,4,15,2011,NORTH OF NORTH BUTTE,533052,4980709,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/21/11,3,21,2011,ANTELOPE BASIN,548195,4962704,MALE,OLD ADULT,PROBABLE WOLF,2011
4/25/11,4,25,2011,HELLROARING SLOPE,544714,4979587,FEMALE,OLD ADULT,PROBABLE WOLF,2011
12/16/11,12,16,2011,WEST END OF LEDGE TRAIL,563165,4969190,MALE,OLD ADULT,PROBABLE WOLF,2012
12/19/11,12,19,2011,JASPER BENCH,557627,4972453,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
11/1/11,11,1,2011,SWAN LAKE FLATS,520289,4975025,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
11/3/11,11,3,2011,DEAD PUPPY HILL,566300,4968250,MALE,ADULT,PROBABLE WOLF,2012
11/19/11,11,19,2011,SW OF ANTELOPE HILL- OXBOW BENCH,536150,4980390,UNKNOWN,CALF,DEFINITE WOLF,2012
11/20/11,11,20,2011,TURKEY PEN,528111,4983917,UNKNOWN,CALF,PROBABLE WOLF,2012
12/3/11,12,3,2011,YANCEYS CREEK,544570,4975958,FEMALE,OLD ADULT,PROBABLE WOLF,2012
11/7/11,11,7,2011,SOUTH OF HUBBARD HILL IN LAMAR RIVER,560550,4970150,UNKNOWN,CALF,DEFINITE WOLF,2012
11/13/11,11,13,2011,SE OF MAMMOTH GAS PUMP,523648,4977960,UNKNOWN,CALF,DEFINITE WOLF,2012
11/20/11,11,20,2011,CACHE CREEK/WAHB SPRINGS,569803,4963849,FEMALE,OLD ADULT,PROBABLE WOLF,2012
11/17/11,11,17,2011,BLACK HOLE,537074,4976953,MALE,OLD ADULT,PROBABLE WOLF,2012
11/18/11,11,18,2011,LOST CREEK,543076,4968178,UNKNOWN,CALF,PROBABLE WOLF,2012
11/21/11,11,21,2011,EVERTS,527434,4980333,FEMALE,OLD ADULT,PROBABLE WOLF,2012
11/22/11,11,22,2011,RESCUE CREEK MARSH,530186,4980751,MALE,ADULT,PROBABLE WOLF,2012
11/28/11,11,28,2011,DRUID DEN FORREST,565276,4969791,FEMALE,ADULT,PROBABLE WOLF,2012
12/8/11,12,8,2011,BLACKTAIL DEER CREEK,532208,4979219,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/9/11,12,9,2011,BLACK HOLE DEN,537003,4977000,MALE,OLD ADULT,PROBABLE WOLF,2012
12/13/11,12,13,2011,FLAT TOP,545213,4975856,UNKNOWN,CALF,DEFINITE WOLF,2012
12/4/11,12,4,2011,CREVICE MT,532006,4987580,FEMALE,ADULT,PROBABLE WOLF,2012
12/5/11,12,5,2011,AMETHYST CREEK DRAINAGE,556935,4967325,MALE,ADULT,PROBABLE WOLF,2012
12/1/11,12,1,2011,W OF QUARTZ CR X YELLOWSTONE RIVER,549882,4968894,MALE,ADULT,PROBABLE WOLF,2012
12/3/11,12,3,2011,SILVER GATE,580593,4984402,FEMALE,ADULT,PROBABLE WOLF,2012
12/9/11,12,9,2011,AGATE CREEK,553825,4968155,MALE,ADULT,PROBABLE WOLF,2012
12/10/11,12,10,2011,SEPULCHER HILLS,521972,4984051,FEMALE,ADULT,PROBABLE WOLF,2012
12/12/11,12,12,2011,EAST END OF LAMAR CANYON ON RD,556476,4973796,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/10/11,12,10,2011,GLENN CREEK,518936,4976564,MALE,OLD ADULT,PROBABLE WOLF,2012
12/21/11,12,21,2011,MAMMOTH CORRALS,524085,4979155,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/21/11,12,21,2011,WARM CREEK,576264,4983739,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/27/11,12,27,2011,LAVA CREEK,529345,4976383,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/29/11,12,29,2011,BLACKTAIL DEER CREEK- SOUTH OF MARY MEAGHAR CABIN,533624,4975823,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
12/25/11,12,25,2011,BLACKTAIL DEER CREEK- EAST OF BLACKTAIL PONDS,532066,4978420,FEMALE,OLD ADULT,PROBABLE WOLF,2012
12/23/11,12,23,2011,NEAR RD AT MAMMOTH CAMPGROUND,523951,4979713,FEMALE,ADULT,DEFINITE WOLF,2012
1/1/12,1,1,2012,FIRST RIDGE WEST OF SLOUGH CREEK,552365,4975708,MALE,OLD ADULT,PROBABLE WOLF,2012
1/4/12,1,4,2012,SW OF SLOUGH CAMPGROUND,554291,4976571,MALE,ADULT,PROBABLE WOLF,2012
1/10/12,1,10,2012,MAMMOTH,524077,4978940,FEMALE,OLD ADULT,PROBABLE WOLF,2012
1/10/12,1,10,2012,SOUTH OF HUBBARD HILL,560827,4970508,MALE,ADULT,DEFINITE WOLF,2012
1/15/12,1,15,2012,NEAR FISHERMANS PULLOUT,557825,4973425,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
1/16/12,1,16,2012,SOUTH OF CURVE LOT IN LITTLE AMERICA,548550,4972725,FEMALE,ADULT,PROBABLE WOLF,2012
1/6/12,1,6,2012,BLACKTAIL DEER CREEK,532519,4980446,FEMALE,ADULT,PROBABLE WOLF,2012
1/19/12,1,19,2012,NEXT TO RD AT LAMAR CANYON EAST,556750,4973695,FEMALE,YEARLING,PROBABLE WOLF,2012
1/24/12,1,24,2012,UNDINE/ OLD SKI SLOPE,528053,4976776,FEMALE,OLD ADULT,PROBABLE WOLF,2012
1/27/12,1,27,2012,MAMMOTH CAMPGROUND,524245,4980535,FEMALE,OLD ADULT,PROBABLE WOLF,2012
1/28/12,1,28,2012,E OF SLOUGH CAMPGROUND RD,551930,4974780,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
1/31/12,1,31,2012,SLOUGH CK NEAR TRAILHEAD,553835,4975600,MALE,ADULT,PROBABLE WOLF,2012
2/5/12,2,5,2012,KNOB OF TREES,531041,4981169,MALE,ADULT,DEFINITE WOLF,2012
2/13/12,2,13,2012,CHINESE GARDENS,524200,4982715,FEMALE,ADULT,PROBABLE WOLF,2012
2/16/12,2,16,2012,MAMMOTH E OF HELI PAD,524698,4979567,UNKNOWN,UNKNOWN,PROBABLE WOLF,2012
2/6/12,2,6,2012,ON SLOPE NEAR LAMAR RIVER TRAIL FORD,563850,4966240,MALE,ADULT,PROBABLE WOLF,2012
2/29/12,2,29,2012,ROOSEVELT CORRALS,546204,4973600,FEMALE,ADULT,PROBABLE WOLF,2012
3/6/12,3,6,2012,WEST OF NORTH BUTTE,533044,4979258,FEMALE,ADULT,PROBABLE WOLF,2012
3/6/12,3,6,2012,BLACKHOLE,536705,4977770,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/8/12,3,8,2012,"UPPER BLACKTAIL, NORTH OF FOLSOM",533332,4972860,MALE,ADULT,PROBABLE WOLF,2012
3/10/12,3,10,2012,NE END OF EVERTS,528625,4982582,UNKNOWN,CALF,PROBABLE WOLF,2012
3/2/12,3,2,2012,BLACK HOLE,537084,4976040,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/13/12,3,13,2012,YANCEYS HOLE,545334,4975471,FEMALE,OLD ADULT,DEFINITE WOLF,2012
2/29/12,2,29,2012,CHINESE GARDENS,524159,4982808,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/8/12,3,8,2012,SLOUGH CREEK,555445,4978176,MALE,ADULT,PROBABLE WOLF,2012
3/15/12,3,15,2012,"LAMAR VALLEY, SOUTH OF INSTITUTE IN RIVERBED",559767,4971160,MALE,ADULT,PROBABLE WOLF,2012
3/22/12,3,22,2012,SLOUGH CREEK,556383,4978761,MALE,ADULT,PROBABLE WOLF,2012
3/28/12,3,28,2012,SOUTH OF BUFFALO RANCH,560180,4971277,MALE,OLD ADULT,PROBABLE WOLF,2012
3/1/12,3,1,2012,WEST OF BOILING RIVER TH,524110,4982269,FEMALE,OLD ADULT,DEFINITE WOLF,2012
3/1/12,3,1,2012,LOST LAKE,545131,4973170,UNKNOWN,CALF,PROBABLE WOLF,2012
3/3/12,3,3,2012,SHRIMP LAKE,568251,4973460,MALE,ADULT,PROBABLE WOLF,2012
3/10/12,3,10,2012,WEST OF SLOUGH CREEK,551831,4974937,MALE,ADULT,PROBABLE WOLF,2012
3/17/12,3,17,2012,OXBOW CREEK,535547,4980084,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/22/12,3,22,2012,PROSPECT PEAK,538510,4971374,MALE,ADULT,PROBABLE WOLF,2012
3/18/12,3,18,2012,SEPULCHER HILLS,521620,4984769,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/16/12,3,16,2012,"EVERTS, TWIN DRAINAGES",526336,4982818,UNKNOWN,CALF,PROBABLE WOLF,2012
3/13/12,3,13,2012,OXBOW BENCH,536684,4979456,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/21/12,3,21,2012,HELLROARING X YELLOWSTONE,541489,4979972,FEMALE,OLD ADULT,PROBABLE WOLF,2012
3/23/12,3,23,2012,UPPER LAVA CREEK,529013,4972371,MALE,ADULT,PROBABLE WOLF,2012
3/22/12,3,22,2012,PROSPECT PEAK,538184,4971914,MALE,ADULT,PROBABLE WOLF,2012
3/22/12,3,22,2012,PROSPECT PEAK,538169,4971859,MALE,ADULT,PROBABLE WOLF,2012
3/25/12,3,25,2012,"SOUTH SIDE OF BOILING RIVER PARKING LOT, EAST SIDE IF RD",524301,4982156,FEMALE,ADULT,PROBABLE WOLF,2012
3/30/12,3,30,2012,NEAR TROUGH,547207,4976944,FEMALE,ADULT,PROBABLE WOLF,2012
3/27/12,3,27,2012,"EVERTS, TWIN DRAINAGES",526299,4982841,UNKNOWN,CALF,PROBABLE WOLF,2012
4/6/12,4,6,2012,CHINESE GARDENS,524098,4982340,FEMALE,ADULT,DEFINITE WOLF,2012
4/10/12,4,10,2012,S OF HUBBARD HILL,560880,4970550,UNKNOWN,ADULT,PROBABLE WOLF,2012
4/20/12,4,20,2012,CHINESE GARDENS,524110,4982459,FEMALE,ADULT,PROBABLE WOLF,2012
4/20/12,4,20,2012,HELLROARING,542310,4979366,FEMALE,ADULT,PROBABLE WOLF,2012
4/22/12,4,22,2012,SODA BUTTE X LAMAR CONFLUENCE,563934,4968948,MALE,YEARLING,PROBABLE WOLF,2012
4/30/12,4,30,2012,N OF WRAITH FALLS TRAILHEAD,529651,4977155,FEMALE,OLD ADULT,PROBABLE WOLF,2012
11/3/12,11,3,2012,S OF HELLROARING CK,542375,4979460,UNKNOWN,ADULT,PROBABLE WOLF,2013
11/8/12,11,8,2012,NEAR TOWER JUNCTION,545983,4974693,FEMALE,OLD ADULT,PROBABLE WOLF,2013
11/7/12,11,7,2012,NE OF WRAITH FALLS,530058,4977140,UNKNOWN,CALF,PROBABLE WOLF,2013
11/14/12,11,14,2012,EVERTS,548980,4962905,UNKNOWN,CALF,PROBABLE WOLF,2013
11/15/12,11,15,2012,SW SWAN LAKE,518566,4972031,MALE,ADULT,PROBABLE WOLF,2013
11/9/12,11,9,2012,W OF WRECKER PULLOUT,546350,4975825,UNKNOWN,UNKNOWN,PROBABLE WOLF,2013
11/19/12,11,19,2012,SODA BUTTE CR S OF HITCHING POST,565327,4968372,MALE,YEARLING,DEFINITE WOLF,2013
11/22/12,11,22,2012,NORTH FORK OF ROSE CREEK,561060,4974552,MALE,ADULT,PROBABLE WOLF,2013
11/28/12,11,28,2012,SEPULCHER HILLS,521909,4984527,MALE,ADULT,PROBABLE WOLF,2013
11/29/12,11,29,2012,LAMAR RIVER E OF CONFLUENCE,564234,4966660,FEMALE,OLD ADULT,PROBABLE WOLF,2013
11/30/12,11,30,2012,CHINESE GARDENS,524127,4982623,UNKNOWN,CALF,PROBABLE WOLF,2013
12/1/12,12,1,2012,HELLROARING CK,542350,4980150,FEMALE,ADULT,PROBABLE WOLF,2013
12/2/12,12,2,2012,EAST SIDE OF CHALCEDONY RENDEZVOUS SITE,563462,4966308,UNKNOWN,CALF,PROBABLE WOLF,2013
12/7/12,12,7,2012,CONFLUENCE HELLROARING AND CANYON RIVERS,541065,4979667,UNKNOWN,CALF,PROBABLE WOLF,2013
12/8/12,12,8,2012,NORTH OF WRAITH FALLS,529776,4976801,FEMALE,OLD ADULT,PROBABLE WOLF,2013
12/10/12,12,10,2012,HELLROARING CREEK,543212,4979839,MALE,YEARLING,PROBABLE WOLF,2013
12/12/12,12,12,2012,NORTH OF BLACKHOLE,538153,4976881,FEMALE,OLD ADULT,PROBABLE WOLF,2013
12/28/12,12,28,2012,BLACKTAIL DEER CREEK,534312,4976990,FEMALE,ADULT,DEFINITE WOLF,2013
12/30/12,12,30,2012,THOROFARE/HAWK'S REST,576652,4884793,FEMALE,ADULT,PROBABLE WOLF,2013
1/15/13,1,15,2013,"BONEYARD, RESCUE CREEK TH",524883,4979923,FEMALE,OLD ADULT,PROBABLE WOLF,2013
1/15/13,1,15,2013,SLOUGH CREEK,553807,4977223,FEMALE,OLD ADULT,PROBABLE WOLF,2013
1/16/13,1,16,2013,"MAMMOTH (CARCASS CLOSE TO ROAD, MOVED TO STEPHEN'S CREEK)",524181,4979354,FEMALE,YEARLING,PROBABLE WOLF,2013
1/22/13,1,22,2013,Yancey's Hole,545495,4975007,UNKNOWN,CALF,PROBABLE WOLF,2013
2/10/13,2,10,2013,Behind Utah Dorm/Garage in Mammoth,523431,4977994,UNKNOWN,CALF,PROBABLE WOLF,2013
2/11/13,2,11,2013,Blacktail Drive Area,536477,4978279,FEMALE,OLD ADULT,PROBABLE WOLF,2013
2/2/13,2,2,2013,North of Lamar Picnic Area,562630,4969970,UNKNOWN,UNKNOWN,PROBABLE WOLF,2013
2/20/13,2,20,2013,S of Road at S Curves,533651,4977173,UNKNOWN,UNKNOWN,PROBABLE WOLF,2013
2/21/13,2,21,2013,S Curves,534217,4977530,FEMALE,OLD ADULT,PROBABLE WOLF,2013
2/19/13,2,19,2013,S Curves on Blacktail,533848,4977823,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/13/13,3,13,2013,Hellroaring Creek,543520,4980410,MALE,ADULT,PROBABLE WOLF,2013
3/17/13,3,17,2013,Base of Tornado Drainage,541581,4981474,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/24/13,3,24,2013,Tower Junction Flatts,545940,4974667,FEMALE,OLD ADULT,PROBABLE WOLF,2013
2/25/13,2,25,2013,ANTELOPE MARSH,537523,4980207,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/6/13,3,6,2013,ANTELOPE MARSH,537771,4980020,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/7/13,3,7,2013,Hellroaring Creek,542753,4979900,FEMALE,CALF,DEFINITE WOLF,2013
3/5/13,3,5,2013,Lamar,557389,4973526,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/10/13,3,10,2013,"BLACKTAIL DEER CREEK, NO OF NORTH BUTTE",533148,4980582,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/12/13,3,12,2013,Btwn Cottonwood and little cottonwood,539099,4982369,FEMALE,ADULT,PROBABLE WOLF,2013
3/12/13,3,12,2013,PLEASANT VALLEY,546129,4975011,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/9/13,3,9,2013,Upper Quartz Creek Drainage,552883,4969884,FEMALE,OLD ADULT,PROBABLE WOLF,2013
1/8/13,1,8,2013,SE of Fisherman's Pullout,557950,4973440,UNKNOWN,UNKNOWN,PROBABLE WOLF,2013
1/21/13,1,21,2013,NE of North Butte,534720,4979910,UNKNOWN,ADULT,PROBABLE WOLF,2013
2/6/13,2,6,2013,E of Lupine Creek,531320,4975610,FEMALE,ADULT,DEFINITE WOLF,2013
2/12/13,2,12,2013,SW of S Curve,533510,4977800,UNKNOWN,UNKNOWN,PROBABLE WOLF,2013
2/12/13,2,12,2013,E of Soda Butte Cone,568110,4969970,MALE,ADULT,PROBABLE WOLF,2013
2/26/13,2,26,2013,Behind Yellowstone Institute in Rose Creek,560590,4971670,UNKNOWN,CALF,PROBABLE WOLF,2013
3/16/13,3,16,2013,LOWER HELLROARING MEADOWS,541435,4979425,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/19/13,3,19,2013,Tower Junction,546245,4974424,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/20/13,3,20,2013,SE OF OF LAMAR PICNIC AREA,561870,4968667,MALE,ADULT,PROBABLE WOLF,2013
3/21/13,3,21,2013,base of Jasper Bench,557771,4972555,UNKNOWN,CALF,PROBABLE WOLF,2013
3/23/13,3,23,2013,S of Hubbard Hill,560219,4969804,MALE,ADULT,PROBABLE WOLF,2013
3/17/13,3,17,2013,below Tornado Drainage,541588,4981577,UNKNOWN,CALF,PROBABLE WOLF,2013
3/23/13,3,23,2013,lower Oxbow Creek,536382,4980758,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/28/13,3,28,2013,"Hellroaring Slope, West of suspension bridge",543749,4979357,UNKNOWN,CALF,PROBABLE WOLF,2013
3/22/13,3,22,2013,Upper Stephen's Creek,518669,4985708,MALE,OLD ADULT,PROBABLE WOLF,2013
3/27/13,3,27,2013,Glen Creek,519786,4978688,MALE,ADULT,PROBABLE WOLF,2013
3/20/13,3,20,2013,SW of Rainbow Lakes,519254,4984287,UNKNOWN,CALF,PROBABLE WOLF,2013
3/28/13,3,28,2013,STEPHEN'S CREEK,519079,4985604,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/25/13,3,25,2013,OXBOW CREEK,535253,4980669,UNKNOWN,CALF,PROBABLE WOLF,2013
3/29/13,3,29,2013,ABOVE ANTELOPE MARSH,538405,4980716,FEMALE,OLD ADULT,PROBABLE WOLF,2013
3/31/13,3,31,2013,NEAR HELLROARING CREEK,542209,4981019,FEMALE,OLD ADULT,DEFINITE WOLF,2013
4/4/13,4,4,2013,STEPHEN'S CREEK,518812,4984037,MALE,ADULT,PROBABLE WOLF,2013
4/4/13,4,4,2013,PAINTED HILLS,530377,4981397,MALE,ADULT,PROBABLE WOLF,2013
4/5/13,4,5,2013,LAMAR/SODA BUTTE CONFLUENCE,563783,4968721,MALE,CALF,DEFINITE WOLF,2013
4/6/13,4,6,2013,NEAR TORNADO DRAINAGE AT HELLROARING,542081,4981380,MALE,ADULT,PROBABLE WOLF,2013
4/20/13,4,20,2013,EAST OF UNDINE FALLS,530294,4977162,MALE,OLD ADULT,PROBABLE WOLF,2013
4/19/13,4,19,2013,HELLORARING SLOPE,543670,4979630,UNKNOWN,CALF,DEFINITE WOLF,2013
4/20/13,4,20,2013,MT EVERTS,526293,4983715,FEMALE,OLD ADULT,PROBABLE WOLF,2013
4/23/13,4,23,2013,"STEPHEN'S CREEK, WEST OF CORRALS",517789,4987471,MALE,ADULT,PROBABLE WOLF,2013
4/15/13,4,15,2013,SLOUGH CREEK,553220,4975670,UNKNOWN,CALF,DEFINITE WOLF,2013
4/26/13,4,26,2013,BLACKTIAL DEER CREEK,532132,4979047,FEMALE,OLD ADULT,PROBABLE WOLF,2013
4/26/13,4,26,2013,"SODA BUTTE CREEK, NEAR HITCHING POST",564570,4968610,MALE,ADULT,PROBABLE WOLF,2013
4/29/13,4,29,2013,"SODA BUTTE CREEK, WEST OF HITCHING POST",564560,4968600,FEMALE,ADULT,PROBABLE WOLF,2013
11/15/13,11,15,2013,JUNCTION BUTTE,548936,4973529,FEMALE,OLD ADULT,PROBABLE WOLF,2014
11/25/13,11,25,2013,TOWER JUNCTION,546503,4974177,FEMALE,OLD ADULT,PROBABLE WOLF,2014
12/1/13,12,1,2013,DRAINAGE NE OF FISHERMAN'S PULLOUT,559255,4974275,FEMALE,OLD ADULT,PROBABLE WOLF,2014
12/5/13,12,5,2013,SLOUGH CREEK,553424,4975606,FEMALE,OLD ADULT,PROBABLE WOLF,2014
11/10/13,11,10,2013,ELK CREEK,544108,4974414,FEMALE,OLD ADULT,PROBABLE WOLF,2014
11/1/13,11,1,2013,NEAR OLD LAMAR PICNIC AREA-IN LAMAR RIVER,560400,4968910,MALE,ADULT,PROBABLE WOLF,2014
11/10/13,11,10,2013,NEAR LITTLE BUFFALO CREEK,543250,4979120,UNKNOWN,UNKNOWN,PROBABLE WOLF,2014
11/16/13,11,16,2013,Oxbow Creek,535321,4979409,FEMALE,ADULT,PROBABLE WOLF,2014
11/19/13,11,19,2013,Soda Butte Valley,567890,4970630,UNKNOWN,CALF,PROBABLE WOLF,2014
11/21/13,11,21,2013,Tower Location,546357,4974144,FEMALE,OLD ADULT,PROBABLE WOLF,2014
11/23/13,11,23,2013,Mt Everts,527706,4980496,UNKNOWN,CALF,PROBABLE WOLF,2014
11/26/13,11,26,2013,S. GARDNER'S HOLE,517150,4973084,MALE,ADULT,PROBABLE WOLF,2014
11/28/13,11,28,2013,UPPER OXBOW X ELK CREEKS,539906,4973554,MALE,ADULT,PROBABLE WOLF,2014
12/4/13,12,4,2013,GEODE CREEK,539463,4978384,FEMALE,ADULT,PROBABLE WOLF,2014
12/23/13,12,23,2013,SODA BUTTE VALLEY,567970,4971030,MALE,ADULT,DEFINITE WOLF,2014
12/14/13,12,14,2013,LITTLE COTTONWOOD CREEK,540389,4982773,FEMALE,ADULT,PROBABLE WOLF,2014
12/2/13,12,2,2013,GEODE CREEK,539231,4977770,UNKNOWN,CALF,PROBABLE WOLF,2014
12/4/13,12,4,2013,Elk Creek,544350,4975410,FEMALE,ADULT,DEFINITE WOLF,2014
12/7/13,12,7,2013,Near Soda Butte Cone,568230,4970610,UNKNOWN,UNKNOWN,PROBABLE WOLF,2014
12/6/13,12,6,2013,EVERTS,529152,4979282,FEMALE,OLD ADULT,PROBABLE WOLF,2014
12/12/13,12,12,2013,ELK CREEK,543797,4974559,UNKNOWN,CALF,PROBABLE WOLF,2014
12/9/13,12,9,2013,SLOUGH 2ND MEADOW,560404,4979342,MALE,ADULT,PROBABLE WOLF,2014
12/13/13,12,13,2013,ANTELOPE MARSH,537258,4980228,UNKNOWN,CALF,PROBABLE WOLF,2014
12/9/13,12,9,2013,ANTELOPE MARSH,538695,4980426,UNKNOWN,CALF,PROBABLE WOLF,2014
12/28/13,12,28,2013,JUST WEST OF SODA BUTTE CONE,566810,4969560,MALE,ADULT,PROBABLE WOLF,2014
1/1/14,1,1,2014,LAMAR VALLEY-NEAR TRASH CAN LOT,562550,4969200,FEMALE,ADULT,PROBABLE WOLF,2014
1/4/14,1,4,2014,NORTH OF COYOTE OVERLOOK,558830,4974320,FEMALE,ADULT,DEFINITE WOLF,2014
1/6/14,1,6,2014,NEAR SODA BUTTE CONE,567680,4969815,MALE,ADULT,PROBABLE WOLF,2014
1/13/14,1,13,2014,GEODE CREEK,539878,4980715,MALE,ADULT,PROBABLE WOLF,2014
1/20/14,1,20,2014,LAMAR VALLEY-FOOTBRIDGE LOT,566410,4968690,MALE,ADULT,PROBABLE WOLF,2014
1/21/14,1,21,2014,LAMAR RIVER IN LAMAR CANYON,556250,4973930,FEMALE,ADULT,PROBABLE WOLF,2014
1/20/14,1,20,2014,GEODE MARSH,540189,4979282,UNKNOWN,CALF,PROBABLE WOLF,2014
1/30/14,1,30,2014,GEODE MARSH,540086,4979387,FEMALE,ADULT,PROBABLE WOLF,2014
2/12/14,2,12,2014,BLACK CANYON,538147,4982311,FEMALE,CALF,PROBABLE WOLF,2014
3/10/14,3,10,2014,NEAR YANCEY'S HOLE,545331,4975499,FEMALE,OLD ADULT,PROBABLE WOLF,2014
1/31/14,1,31,2014,LAMAR CANYON-WEST END,555100,4971130,UNKNOWN,ADULT,PROBABLE WOLF,2014
2/3/14,2,3,2014,PEBBLE CREEK CAMPGROUND,569870,4974180,UNKNOWN,ADULT,PROBABLE WOLF,2014
2/3/14,2,3,2014,OXBOW CREEK,536890,4978610,UNKNOWN,ADULT,PROBABLE WOLF,2014
2/9/14,2,9,2014,LAMAR CANYON,555270,4974060,FEMALE,ADULT,PROBABLE WOLF,2014
2/14/14,2,14,2014,YELLOWSTONE RIVER-NEAR CONFLUENCE WITH LAMAR RIVER,547150,4974630,UNKNOWN,CALF,PROBABLE WOLF,2014
2/16/14,2,16,2014,NEAR DRUID DEN,564565,4969130,MALE,ADULT,DEFINITE WOLF,2014
2/17/14,2,17,2014,BACK SIDE OF ANTELOPE HILL,538801,4981778,FEMALE,OLD ADULT,PROBABLE WOLF,2014
3/2/14,3,2,2014,FIRST MEADOW OF SLOUGH CREEK,558131,4978444,MALE,YEARLING,PROBABLE WOLF,2014
