ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
23,9/29/2000,11:29:00 AM,Air,DC,JM,,,,Cache,No,573973,4971519,,summer,bdt,gr,unknown,unk,8,"7 cows, 1 bull",7,,1,,,too windy to fly low,23,
25,9/29/2000,8:47:00 AM,Air,DC,JM,,,,Beaver Ck,No,549224,4992343,,summer,"lp, sf",n/a,unknown,unk,unk,unknown,Yes,,,,,thick timber,25,
27,9/29/2000,11:20:00 AM,Air,RS,DS,,,,S of Lake,No,551990,4903643,,summer,bdt (lp),"gr, very scarce tree",unknown,yes,unk,unknown,Yes,,,,,windy,27,
28,9/29/2000,11:58:00 AM,Air,RS,DS,,,,Canyon,Yes,537192,4953570,,fall migr/summer,bdt (lp),slight tree,bedded,no,10,"8 cows, 1 calf, 1 bull",8,1,1,,,moved far N from Bridge Bay (last loc),28,
30,9/29/2000,12:20:00 PM,Air,DC,JM,,,,S of Crescent Hill,Yes,540152,4973492,,fall migr/summer,bdt (lp),slight tree,bedded,N/A,12,"9 cows, 2 calves, 1 bull",9,2,1,,,,30,
31,9/29/2000,11:06:00 AM,Air,DC,JM,,,,N of Slough Camp,Yes,555524,4980076,,summer,"sf, df, edge of burn",gr in burn (but elk in live trees),bedded,no,19,"18 cows, 1 bull",18,,1,,,,31,
32,9/29/2000,9:35:00 AM,Air,DC,JM,,,,Pass btw Slough & Buffalo,No,563615,4995884,,summer,"lp, sf",n/a,unknown,yes,unk,unknown,Yes,,,,,thick timber,32,
35,9/29/2000,10:16:00 AM,Air,DC,JM,,,,S end Haystack Mdw,Yes,548106,4984325,,summer,"ro, bdt (df), wet",gr,standing,no,12,cows,12,,,,,,35,
37,9/29/2000,10:02:00 AM,Air,DC,JM,,,,Garnett,Yes,547422,4977187,,winter,gr,n/a,bedded,unk,14,"12 cows, 1 calf, 1 bull",12,1,1,,,,37,
39,9/29/2000,12:09:00 PM,Air,DC,JM,,,,Crescent Hill,Yes,539511,4977322,,summer,"gr, edge of df",n/a,grazing,yes,10,"7 cows, 3 calves",7,3,,,,,39,
40,9/29/2000,10:52:00 AM,Air,DC,JM,,,,NW of Slough Camp,Yes,553887,4979417,,summer,df,n/a,bedded,no,6,adults,Yes,,,,,,40,
41,9/29/2000,10:33:00 AM,Air,DC,JM,,,,SW of Haystack Mdw,Yes,547702,4984922,,summer,bdt (lp),gr,bedded,N/A,6,cows,6,,,,,,41,
44,9/29/2000,9:17:00 AM,Air,DC,JM,,,,W of Monument,Yes,556352,5005734,,summer,"wet, surr by sf",n/a,bedded,yes,2,cow w/ calf,1,1,0,0,,,44,
14,10/3/2000,10:49:00 AM,Air,DC,DI,,,,Phantom campsite,Yes,521137,4899250,,summer,"gr, scattered lp & bdt",tree,"stood up, looked at us",no,5,"3 cows, 2 bulls",3,0,2,,,,14,
18,10/3/2000,10:34:00 AM,Air,DC,DI,,,,N of Lewis,Yes,532106,4910827,,summer,"bdt (lp), gr",tree,"bedded, looked at us",no,2,cows,2,,,,,,18,
21,10/3/2000,1:17:00 PM,Air,DC,DI,,,,Upper end Jasper Ck,Yes,556464,4968107,,summer,"gr/shr, lp edge",n/a,grazing,N/A,4,cows,4,0,,,,,21,
22,10/3/2000,11:02:00 AM,Air,DC,DI,,,,E of Lewis Lk,Yes,533345,4906178,,summer,bdt (lp),tree,"bedded, stood up",yes,3,"2 cows, 1 bull",2,0,1,,,,22,
23,10/3/2000,12:59:00 PM,Air,DC,DI,,,,E side Thunderer,No,573882,4971023,,summer,bdt (lp),none,unknown,unk,11,"10 cows, 1 calf",10,1,,,,,23,
27,10/3/2000,11:26:00 AM,Air,DC,DI,,,,NE side Channel Mtn,Yes,551008,4903190,,summer,"bdt (lp), edge of gr",tree,grazing,yes,5,"3 cows, 1 calf, 1 bull",3,1,1,,,,27,
28,10/3/2000,9:58:00 AM,Air,DC,DI,,,,SW of Grebe Lk,Yes,535305,4951810,,fall migr/summer,bdt (lp),tree,"running, bulls chasing",unk,11,"6 cows, 2 calves, 3 bulls",6,2,3,,,,28,
29,10/3/2000,12:41:00 PM,Air,DC,DI,,,,Willow?,No,573028,4948387,,summer,bdt (lp),tree,unknown,unk,16,"15 cows, 1 bull",15,0,1,,,,29,
33,10/3/2000,11:58:00 AM,Air,DC,DI,,,,E ridge of Chittenden,Yes,567016,4933310,,summer,bdt (wb),none,standing,no,2,cows,2,,,,,,33,
34,10/3/2000,12:23:00 PM,Air,DC,DI,,,,W of Mist+Cold Ck confluence,Yes,572674,4944288,,summer,bdt (lp),none,grazing,no,8,"7 cows, 1 bull",7,0,1,,,,34,
42,10/3/2000,11:13:00 AM,Air,DC,DI,,,,N of Heart Lk,Yes,540815,4906083,,summer,bdt (lp),tree,bedded,no,2,cows,2,,,,,,42,
45,10/3/2000,12:32:00 PM,Air,DC,DI,,,,W of Mist/Cold conflu,Yes,571600,4944496,,summer,edge of bdt (lp) + live lp,none,bedded,no,11,"8 cows, 2 calves, 1 bull",8,2,1,,,,45,
1,10/4/2000,9:32:00 AM,Air,DC,DI,,,,E side Quadrant,Yes,514887,4971955,,summer,lp/gr edge,n/a,"grazing, looked at us",N/A,3,"1 cow, 2 bulls",1,0,2,,,,1,
2,10/4/2000,11:45:00 AM,Air,DC,DI,,,,SE of Holmes,Yes,513011,4962142,,summer,"gr, lp, bdt (lp)",tree,bedded,no,15,"13 cows, 2 calves",13,2,,,,,2,
3,10/4/2000,10:41:00 AM,Air,DC,DI,,,,E of Grizzly,No,518212,4961820,,summer,bdt (lp),tree,unknown,unk,unk,at least 2 cows,Yes,,,,,,3,
4,10/4/2000,10:04:00 AM,Air,DC,DI,,,,S of Indian Ck,Yes,518333,4969564,,summer,bdt (lp),tree,"walking, grazing",no,16,"13 cows, 3 bulls",13,0,3,,,,4,
6,10/4/2000,8:27:00 AM,Air,DC,DI,,,,E of Sheepeater,?,525958,4974727,,summer,"gr, shr, bdt (lp)",thin tree,unknown (not recorded),no,12,"11 cows, 1 bull",11,0,1,,,nothing written down for behavior,6,
7,10/4/2000,8:54:00 AM,Air,DC,DI,,,,W of upper Glen Ck,Yes,518965,4978206,,summer,shr,n/a,bedded,no,7,"6 cows, 1 bull",6,0,1,,,,7,
8,10/4/2000,8:37:00 AM,Air,DC,DI,,,,Terrace Mtn,Yes,521299,4978042,,summer,"lp, shr",n/a,grazing,no,8,"6 cows, 1 calf, 1 bull",6,1,1,,,,8,
10,10/4/2000,9:58:00 AM,Air,DC,DI,,,,N of Indian Ck,Yes,517981,4971668,,summer,"shr, gr",n/a,grazing,no,13,"12 cows, 1 bull",12,0,1,,,,10,
11,10/4/2000,10:18:00 AM,Air,DC,DI,,,,NE of Grizzly,No,519612,4965198,,summer,bdt (lp),?,"unknown, prob grazing or bedded",unk,7,"6 cows, 1 bull",6,0,1,,,,11,
12,10/4/2000,10:51:00 AM,Air,DC,DI,,,,E of Antler,No,514494,4964675,,summer,"bdt, live lp",none,unknown,unk,unk,unknown,Yes,,,,,,12,
15,10/4/2000,9:50:00 AM,Air,DC,DI,,,,Top of Quadrant,?,512629,4972905,,summer,gr,n/a,unknown (not recorded),unk,19,"18 cows, 1 bull",18,0,1,,,,15,
16,10/4/2000,9:46:00 AM,Air,DC,DI,,,,"W flank, top of Quadrant",Yes,511540,4973462,,summer,gr,n/a,bedded,yes,57,"53 cows, 3 calves, 1 bull",53,3,1,,,,16,
19,10/4/2000,9:42:00 AM,Air,DC,DI,,,,top of Quadrant,Yes,513325,4972251,,summer,gr,n/a,bedded,no,23,"22 cows, 1 bull",22,0,1,,,,19,
20,10/4/2000,9:05:00 AM,Air,DC,DI,,,,NE side Sepulcher,Yes,519109,4983360,,winter,? Not recorded,?,grazing,yes,6,"5 cows, 1 calf",5,1,,,,,20,
24,10/4/2000,8:19:00 AM,Air,DC,DI,,,,E of Osprey Falls,Yes,526458,4976144,,summer,"gr, shr",n/a,grazing,no,19,"16 cows, 1 calf, 2 bulls",16,1,2,,,scattered bdt (lp),24,
43,10/4/2000,8:08:00 AM,Air,DC,DI,,,,N end Mt Everts,Yes,525477,4983146,,summer,"gr, shr, edge of lp",n/a,trotted a few steps,N/A,5,"4 cows, 1 calf",4,1,,,,,43,
9,10/7/2000,8:59:00 AM,Air,DC,JM,,,,Crescent Hill,Yes,540503,4977877,,summer,shr,n/a,"*walking, grazing",no,48,"43 cows, 4 calves, 1 bull",43,4,1,,y2,*w/ 219.680,9,
21,10/7/2000,11:31:00 AM,Air,DC,JM,,,,Jasper Ck,Yes,556468,4966705,,summer,gr,n/a,grazing,N/A,12,"10 cows, 1 calf, 1 bull",10,1,1,,,,21,
23,10/7/2000,11:17:00 AM,Air,DC,JM,,,,E side Thunderer,No,573267,4970265,,summer,bdt (lp),gr,"unknown, prob bedded",no,3,"2 cows, 1 bull",2,0,1,,,,23,
25,10/7/2000,10:15:00 AM,Air,DC,JM,,,,above HR slope,No,547592,4981360,,summer,bdt (sf),gr,unknown,unk,7,"5 cows, 1 calf, 1 bull",5,1,1,,,,25,
30,10/7/2000,8:59:00 AM,Air,DC,JM,,,,Crescent Hill,Yes,540503,4977877,,winter,shr,n/a,"*walking, grazing",N/A,48,"43 cows, 4 calves, 1 bull",43,4,1,,y2,*w/ 220.080,30,
31,10/7/2000,9:48:00 AM,Air,DC,JM,,,,Anderson Ridge,Yes,556653,4984523,,summer,gr,n/a,bedded,no,4,"3 cows, 1 bull",3,0,1,,,,31,
32,10/7/2000,10:35:00 AM,Air,DC,JM,,,,S face Sheepherder Mtn,Yes,562200,4998736,,summer,"gr, edge of sf",n/a,walking,yes,6,"3 cows, 2 calves, 1 bull",3,2,1,,,calf nursing on collared elk,32,
35,10/7/2000,9:59:00 AM,Air,DC,JM,,,,Coyote Ck,No,547993,4984837,,summer,gr/df edge,n/a,*unknown,unk,>=13,"1 bull, rest cows &/or calves",Yes,Yes,1,,y2,*w/ 219.980,35,
37,10/7/2000,9:14:00 AM,Air,DC,JM,,,,N of Junction Butte,Yes,548366,4975651,,winter,"gr, edge of df",n/a,bedded,no,19,cows,19,,,,,,37,
39,10/7/2000,11:55:00 AM,Air,DC,JM,,,,Mt Everts,Yes,526777,4981670,,summer,gr,n/a,"walking, grazing",yes,13,"8 cows, 4 calves, 1 bull",8,4,1,,,,39,
40,10/7/2000,9:36:00 AM,Air,DC,JM,,,,E bank of lower Buffalo Ck,Yes,554602,4978566,,summer,"gr, df",n/a,walking,no,4,cows,4,,,,,"steep, moving up game trail",40,
41,10/7/2000,9:59:00 AM,Air,DC,JM,,,,Coyote Ck,No,547993,4984837,,summer,gr/df edge,n/a,*unknown,N/A,>=13,"1 bull, rest cows &/or calves",Yes,Yes,1,,y2,*w/ 219.820,41,
43,10/7/2000,12:09:00 PM,Air,DC,JM,,,,Mt Everts,No,526904,4983635,,summer,df,n/a,unknown,N/A,~30+,"1 bull, rest cows &/or calves",Yes,Yes,1,,,,43,
44,10/7/2000,10:50:00 AM,Air,DC,JM,,,,Monument,No,557605,5006494,,summer,"df, sf",n/a,unknown,yes,unk,unknown,Yes,,,,,,44,
14,10/9/2000,11:18:00 AM,Air,DC,JM,,,,SW of Lewis,No,525635,4903089,,summer,"mixed live lp, sf, bdt",tree,unknown,unk,>=3,cows,3,,,,,cows were bedded,14,
18,10/9/2000,11:30:00 AM,Air,DC,JM,,,,N of Lewis,Yes,532182,4910379,,summer,bdt (lp),tree,bedded,no,4,cows,4,,,,,,18,
20,10/9/2000,12:11:00 PM,Air,DC,JM,,,,above Stephens Ck,No,517521,4986503,,winter,"df, rw",n/a,unknown,unk,unk,at least 2 cows,2,,,,,"saw 2 cows, but too many trees obscuring view",20,
22,10/9/2000,11:04:00 AM,Air,DC,JM,,,,E of Lewis,No,531945,4905947,,summer,mixed live lp & bdt (lp),tree,"unknown, maybe bedded",yes,>=3,"at least 2 cows, 1 bull",2,,1,,,,22,
27,10/9/2000,10:35:00 AM,Air,DC,JM,,,,NE side Channel Mtn,No,551347,4903727,,summer,bdt (lp),gr,unknown,yes,unk,"at least 5 cows, 1 bull",5,,1,,,,27,
28,10/9/2000,8:33:00 AM,Air,DC,JM,,,,S of Grebe L,Yes,537608,4953550,,fall migr/summer,bdt (lp),thin tree,standing,unk,3,"2 cows, 1 calf",2,1,,,,,28,
29,10/9/2000,9:15:00 AM,Air,DC,JM,,,,W face L. Saddle Mtn,No,574398,4951133,,summer,bdt (lp),gr,unknown,unk,>3,"cows, but not collared",3,,,,,"definitely none of cows seen were collared, but signal is good from this area",29,
33,10/9/2000,9:58:00 AM,Air,DC,JM,,,,NE side Chittenden,No,566202,4933931,,summer,"sf, bdt (sf)",? Forgot to notice,unknown,unk,unk,unknown,Yes,,,,,,33,
34,10/9/2000,9:47:00 AM,Air,DC,JM,,,,W of Mist/Cold conflu,No,573650,4945135,,summer,bdt (lp),gr,unknown,unk,>=3,"at least 2 cows, 1 bull",2,,1,,,,34,
42,10/9/2000,10:47:00 AM,Air,DC,JM,,,,S of Flat Mtn,No,545417,4907827,,summer,lp,n/a,unknown,unk,>=2,at least 1 cow + adult,Yes,,,,,near edge of burn,42,
45,10/9/2000,9:34:00 AM,Air,DC,JM,,,,Mist/Willow ridge,No,572304,4945650,,summer,bdt (sf),gr,unknown,unk,unk,unknown,Yes,,,,,,45,
2,10/16/2000,9:04:00 AM,Air,DC,JM,,,,E of Quadrant,Yes,517492,4970852,,summer,"sb, near rw",n/a,grazing,no,3,cows,3,,,,,dirty collar - can't see white,2,
3,10/16/2000,9:18:00 AM,Air,DC,JM,,,,Indian,Yes,518734,4970086,,summer,"gr, sb",n/a,standing,unk,16,cow/calf/bull,Yes,Yes,Yes,,,,3,
4,10/16/2000,9:30:00 AM,Air,DC,JM,,,,Indian,Yes,518752,4969892,,summer,bdt (lp),some tree,walking,no,5*,"3 cows, 1 spike, 1 bull",3,0,1,1,,"*many other elk around; group was moving, joined with another group (maybe 15-20 total).",4,
6,10/16/2000,9:51:00 AM,Air,DC,JM,,,,Sheepeater,Yes,523418,4973652,,summer,bdt (lp),tree,being herded,unk,14,"cow/calf, 1 bull",Yes,Yes,1,,,right by cliff edge,6,
7,10/16/2000,10:24:00 AM,Air,DC,JM,,,,E edge Sepulcher,No,521565,4980849,,winter,"df, gr",n/a,unknown,unk,20+,cows,20,,,,,,7,
8,10/16/2000,10:14:00 AM,Air,DC,JM,,,,Terrace,Yes,521996,4979333,,summer,"df, gr",n/a,bedded,no,12,cows,12,,,,,,8,
11,10/16/2000,11:34:00 AM,Air,DC,JM,,,,Terrace,No,522454,4978012,,winter,df,n/a,unknown,unk,unk,unknown,Yes,,,,,moved N from Grizzly (last loc 10/4),11,
12,10/16/2000,8:49:00 AM,Air,DC,JM,,,,E of Quadrant,Yes,517048,4971790,,summer,"gr, sb",n/a,"grazing, walking",unk,3,"1 cow, 2 bulls",1,0,2,,,,12,
19,10/16/2000,10:38:00 AM,Air,DC,JM,,,,E side Sepulcher,Yes,520156,4980200,,winter,gr,n/a,standing,unk,32,"cow/calf, 1 spike, 1 bull",Yes,Yes,1,1,,moved off of Quadrant (snowfall),19,
24,10/16/2000,10:05:00 AM,Air,DC,JM,,,,Osprey Falls,No,526828,4974284,,summer,bdt (df),some tree,unknown,unk,unk,unk,Yes,,,,,,24,
39,10/16/2000,11:10:00 AM,Air,DC,JM,,,,Mt Everts,No,526884,4982726,,summer,"df, gr",n/a,unknown,yes,unk,unknown,Yes,,,,,,39,
43,10/16/2000,11:15:00 AM,Air,DC,JM,,,,Mt Everts,Yes,527405,4982572,,summer,"df, gr",n/a,bedded,N/A,5-10,cows,8,,,,,,43,
1,10/20/2000,9:43:00 AM,Air,DC,JM,,,,E of Quadrant,Yes,516726,4972314,,summer,"wet, gr (forbs mainly)",n/a,walking,N/A,17,"11 cows, 5 calves, 1 bull",11,5,1,,,,1,
9,10/20/2000,1:26:00 PM,Air,DC,JM,,,,N Blacktail,Yes,533698,4979857,,winter,"gr, df",n/a,grazing,no,30,cow/calf,Yes,Yes,,,,,9,
10,10/20/2000,10:03:00 AM,Air,DC,JM,,,,NW of Grizzly,Yes,517002,4966318,,summer,bdt (lp),tree,feeding,no,6,"3 cows, 2 calves, 1 bull",3,2,1,,,,10,
21,10/20/2000,10:30:00 AM,Air,DC,JM,,,,Specimen,Yes,552198,4968389,,summer,gr,n/a,bedded,N/A,~70,"~63 cows, 6 calves, 1 bull",63,6,1,,,,21,
23,10/20/2000,10:55:00 AM,Air,DC,JM,,,,E face Mt. Norris,No,572636,4968758,,summer,"bdt & live sf, df",gr,unknown,unk,unk,"at least 1 bull, 2 calves, 8 cows nearby",8,2,1,,,,23,
25,10/20/2000,11:44:00 AM,Air,DC,JM,,,,above Coyote Ck,Yes,548234,4985206,,summer,"gr, bdt, sf, df",gr,*bedded,no,8,cows,8,,,,y2,*w/ 219.820,25,
30,10/20/2000,1:05:00 PM,Air,DC,JM,,,,S of Tower,No,546039,4972510,,winter,lp,n/a,"unknown, prob bedded",N/A,75-100,"cow/calf, at least 1 bull",Yes,Yes,Yes,,,,30,
31,10/20/2000,12:19:00 PM,Air,DC,JM,,,,Anderson,No,557390,4983955,,summer,bdt/sf edge,gr,unknown,unk,at least 10,"1 bull, at least 1 calf",Yes,Yes,1,,,,31,
32,10/20/2000,11:30:00 AM,Air,DC,JM,,,,Anderson,Yes,561059,4985260,,summer,"gr, bdt (sf)",gr,bedded,yes,7,"6 cows, 1 calf",6,1,,,,,32,
35,10/20/2000,11:44:00 AM,Air,DC,JM,,,,above Coyote Ck,Yes,548234,4985206,,summer,"gr, bdt, sf, df",gr,*bedded,no,8,cows,8,,,,y2,*w/ 219.440,35,
37,10/20/2000,12:36:00 PM,Air,DC,JM,,,,Junction Butte,No,548082,4974713,,winter,gr/df edge,n/a,unknown,unk,125-150,"cow/calf, 1 bull ~100-200 m away in open",Yes,Yes,1,,,,37,
40,10/20/2000,12:23:00 PM,Air,DC,JM,,,,Anderson,Yes,556509,4983289,,summer,gr,n/a,bedded,no,9,"8 cows, 1 calf",8,1,,,,,40,
41,10/20/2000,11:59:00 AM,Air,DC,JM,,,,btw HR & Yell R,Yes,541890,4979549,,winter,"gr, sb",n/a,bedded,N/A,~40,"~35 cows, 4 calves, 1 bull",35,4,1,,,photo-minolta #19,41,
44,10/20/2000,11:21:00 AM,Air,DC,JM,,,,Anderson,Yes,560011,4984024,,fall migr/summer,"gr, bdt (sf, df)",gr,bedded,yes,17,"14 cows, 3 calves",14,3,,,,,44,
14,10/23/2000,10:24:00 AM,Air,DC,JM,,,,Thumb Ck,No,532369,4913294,,fall migr/summer,live/burned lp mosaic,tree,unknown,unk,unk,unk,Yes,,,,,didn't see ANY elk!,14,
15,10/23/2000,9:20:00 AM,Air,DC,JM,,,,Lower Snow Pass,*maybe,521853,4980498,,winter,"gr, df",n/a,*standing or no visual,unk,80-100,cow/calf/bull,Yes,Yes,Yes,,y2,"*same group as 220.320, but we only saw one collar",15,
16,10/23/2000,9:20:00 AM,Air,DC,JM,,,,Lower Snow Pass,*maybe,521853,4980498,,winter,"gr, df",n/a,*standing or no visual,yes,80-100,cow/calf/bull,Yes,Yes,Yes,,y2,"*same group as 220.320, but we only saw one collar",16,
20,10/23/2000,8:46:00 AM,Air,DC,JM,,,,W flank Sepulcher,Yes,516617,4983129,,winter,gr/df&sf edge,n/a,standing,unk,~80,cow/calf,Yes,Yes,,,,,20,
22,10/23/2000,10:40:00 AM,Air,DC,JM,,,,N of Factory Hill,No,537279,4906874,,summer,"bdt (sf, lp)",some trees,unknown,yes,>=20,"cow/calf, 1 bull",Yes,Yes,1,,,,22,
27,10/23/2000,10:58:00 AM,Air,DC,JM,,,,N of Heart Lk,Yes,541179,4903895,,summer,bdt (lp),tree,bedded,yes,8,"5 cows, 2 calves, 1 bull",5,2,1,,,,27,
29,10/23/2000,11:57:00 AM,Air,DC,JM,,,,N face Mist/Willow Ridge,No,572384,4947900,,summer,bdt (lp?),gr,"unknown, prob bedded",unk,7,cows (calves?),Yes,maybe,,,,,29,
33,10/23/2000,11:27:00 AM,Air,DC,JM,,,,N of Mt. Chittenden,Yes,565894,4936302,,summer,bdt (sf),gr,grazing,no,5,cows,5,,,,,next to drainage,33,
34,10/23/2000,11:48:00 AM,Air,DC,JM,,,,Mist/Willow ridge,No,574093,4945279,,summer,sf patch w/in bdt,gr in surrounding burn,unknown,unk,>=3,at least 3 cows,3,,,,,"in shadows of trees, maybe more under trees",34,
42,10/23/2000,10:54:00 AM,Air,DC,JM,,,,N of Heart Lk,Yes,541057,4905591,,summer,bdt (lp),tree,walking,no,>=10,"cow/calf, 1 bull",Yes,Yes,1,,,,42,
45,10/23/2000,12:07:00 PM,Air,DC,JM,,,,Mist/Willow ridge,No,572497,4945398,,summer,bdt (sf),gr,unknown,unk,>=4-10,at least cows,6,,,,,,45,
1,11/2/2000,11:19:00 AM,Air,DC,JM,,,,above Elk Plaza,No,521809,4980459,,winter,df,n/a,"unknown, prob bedded",N/A,~200,cow/calf,Yes,Yes,,,,,1,
2,11/2/2000,9:41:00 AM,Air,DC,JM,,,,Sepulcher foothills,Yes,521304,4984386,,winter,"shr, df",n/a,standing,no,~15,"cows, 2 bulls",13,0,2,,,near big group of ~200 elk,2,
3,11/2/2000,10:04:00 AM,Air,DC,JM,,,,N of Bunsen,No,523842,4978543,,winter,"df, gr",n/a,unknown,unk,100-150,at least cow/calf,Yes,Yes,,,,,3,
4,11/2/2000,10:20:00 AM,Air,DC,JM,,,,Sepulcher foothills,No,521055,4984608,,winter,"df, asp, gr",n/a,unknown,unk,~200,at least cow/calf,Yes,Yes,,,,,4,
6,11/2/2000,11:54:00 AM,Air,DC,JM,,,,Btw Lava & Sheepeater,No,526333,4974958,,winter,"bdt (df, lp)",tree,"unknown, prob bedded",unk,~30,cow/calf/bull,Yes,Yes,Yes,,,,6,
7,11/2/2000,10:26:00 AM,Air,DC,JM,,,,Sepulcher foothills,Yes,521390,4984245,,winter,"gr, df",n/a,grazing,no,20,cow/calf,Yes,Yes,,,,,7,
8,11/2/2000,10:31:00 AM,Air,DC,JM,,,,Sepulcher foothills,No,521065,4984191,,winter,gr,n/a,unknown,unk,200,cow/calf,Yes,Yes,,,,,8,
10,11/2/2000,11:06:00 AM,Air,DC,JM,,,,Sepulcher foothills,Yes,520876,4984495,,winter,"gr, edge of df",n/a,bedded,no,80,"cows, 1 bull, 1 spike",78,0,1,1,,,10,
11,11/2/2000,9:15:00 AM,Air,DC,JM,,,,Elk plaza,Yes,522692,4981433,,winter,"shr, gr",n/a,walking,unk,~250,cow/calf/bull,Yes,Yes,Yes,,,"calf was walking near collared animal, but there were also several cows alongside",11,
12,11/2/2000,9:19:00 AM,Air,DC,JM,,,,Elk plaza,Yes,523027,4981493,,winter,"shr, gr",n/a,walking,unk,2,cows,2,,,,,,12,
18,11/2/2000,9:24:00 AM,Air,DC,JM,,,,Mt Everts,Yes,525257,4983699,,winter,"gr, shr",n/a,standing,no,6,cows,6,,,,,moved from Lewis Lk since last loc (10/9… THREE weeks ago),18,
19,11/2/2000,9:34:00 AM,Air,DC,JM,,,,Sepulcher foothills,Yes,521189,4984476,,winter,"shr, df",n/a,standing,unk,200-250,cow/calf/bull,Yes,Yes,Yes,,,,19,
24,11/2/2000,11:44:00 AM,Air,DC,JM,,,,Mt Everts,Yes,528767,4977968,,winter,shr,n/a,standing,no,50,"cow/calf, 3 bulls",Yes,Yes,3,,,,24,
39,11/2/2000,8:57:00 AM,Air,DC,JM,,,,Mt Everts,*maybe,525706,4985176,,summer,gr,n/a,*standing or no visual,yes,~300,cow/calf/bull,Yes,Yes,Yes,,y2,"*same group as 220.260, but we only saw one collar",39,
43,11/2/2000,8:57:00 AM,Air,DC,JM,,,,Mt Everts,*maybe,525706,4985176,,winter,gr,n/a,*standing or no visual,N/A,~300,cow/calf/bull,Yes,Yes,Yes,,y2,"*same group as 219.940, but we only saw one collar",43,
9,11/3/2000,12:16:00 PM,Air,DC,JM,,,,NE Blacktail,Yes,538595,4977413,,winter,"shr, gr",n/a,bedded,unk,~130,"c/c, 1 bull",Yes,Yes,1,,,,9,
21,11/3/2000,10:26:00 AM,Air,DC,JM,,,,Specimen,Yes,549892,4971984,,summer,"shr, gr",n/a,standing,N/A,~130,"cow/calf, at least 1 bull",Yes,Yes,1,,,,21,
23,11/3/2000,10:59:00 AM,Air,DC,JM,,,,Cache,No,572174,4967034,,summer,"gr, bdt (df)",gr,unknown,unk,15,cow/calf,Yes,Yes,,,,,23,
25,11/3/2000,9:18:00 AM,Air,DC,JM,,,,Mouth of HR Ck,Yes,542341,4979361,,winter,shr,n/a,*standing,no,35,"cows, at least 6 calves, 2 bulls",27,6,2,,y2,*same group as 219.820,25,
28,11/3/2000,9:39:00 AM,Air,DC,JM,,,,Geode,Yes,541229,4977711,,winter,gr,n/a,bedded,maybe,>=26,cow/calf,Yes,Yes,,,,"calf nearby, but other cows also near collared cow",28,
30,11/3/2000,10:38:00 AM,Air,DC,JM,,,,NW of Tower Falls,No,547568,4971409,,winter,bdt (df?),tree,unknown,N/A,>=50,cow/calf/bull,Yes,Yes,Yes,,,,30,
31,11/3/2000,11:35:00 AM,Air,DC,JM,,,,Buffalo/Slough ridge,No,556505,4983339,,summer,bdt (sf),none or gr,unknown,unk,100,cow/calf,Yes,Yes,,,,,31,
32,11/3/2000,11:19:00 AM,Air,DC,JM,,,,NW of Silvertip ranch,Yes,563943,4989988,,summer,bdt (sf),none or gr,bedded,yes,~75,cow/calf,Yes,Yes,,,,calf bedded next to collared cow,32,
35,11/3/2000,9:18:00 AM,Air,DC,JM,,,,Mouth of HR Ck,Yes,542341,4979361,,winter,shr,n/a,*standing,no,35,"cows, ~6 calves, 2 bulls",27,6,2,,y2,*same group as 219.440,35,
37,11/3/2000,9:58:00 AM,Air,DC,JM,,,,Little Buffalo,No,547193,4977826,,winter,df/gr edge,n/a,unknown,unk,~25,cow/calf,Yes,Yes,,,,,37,
40,11/3/2000,10:18:00 AM,Air,DC,JM,,,,Specimen,Yes,552518,4971087,,winter,shr,n/a,standing,unk,30,"25 cows, 4 calves, 1 bull",25,4,1,,,,40,
41,11/3/2000,9:26:00 AM,Air,DC,JM,,,,Mouth of HR Ck,Yes,542454,4979320,,winter,shr,n/a,bedded,N/A,~100,c/c/b,Yes,Yes,Yes,,,dirty collar,41,
44,11/3/2000,11:51:00 AM,Air,DC,JM,,,,Buffalo/Slough ridge,Yes,557367,4982957,,fall migr/summer,"shr, gr",n/a,standing,yes,~45,c/c/b,Yes,Yes,Yes,,,,44,
14,11/7/2000,2:11:00 PM,Air,DC,JM,,,,N Blacktail,Yes,533893,4981152,,winter,"shr, gr",n/a,standing,no,~200,c/c,Yes,Yes,,,,,14,
15,11/7/2000,3:27:00 PM,Air,DC,JM,,,,N side Electric,No,514751,4988038,,winter,df,n/a,unknown,unk,>=5,"at least 4 cows, 1 calf",4,1,,,,probably more elk nearby under trees,15,
16,11/7/2000,3:05:00 PM,Air,DC,JM,,,,Above Beaver Pond,No,521310,4983435,,winter,df,n/a,unknown,yes,>=10,at least cows,10,,,,,,16,
20,11/7/2000,3:17:00 PM,Air,DC,JM,,,,N side Electric,No,514480,4987020,,winter,df,n/a,unknown,unk,>=30,at least c/c,Yes,Yes,,,,,20,
22,11/7/2000,1:17:00 PM,Air,DC,JM,,,,N of Lewis,Yes,532102,4910494,,summer,bdt (lp),tree,grazing,yes,4,"3 cows, 1 calf",3,1,,,,,22,
