ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
122,3/1/2005,,Ground,,KL,,Yes,Hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,122,
123,3/1/2005,,Ground,,KL,,Yes,blacktail ponds,cottonwood,No,0,0,0,,,,,,,,,,,,,,123,
124,3/1/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,124,
125,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,125,
126,3/1/2005,,Ground,,KL,,Yes,hellroaring,cottonwood,No,0,0,0,,,,,,,,,,,,,,126,
127,3/1/2005,,Ground,,KL,,Yes,hellroaring,hellroaring,No,0,0,0,,,,,,,,,,,,,,127,
128,3/1/2005,,Ground,,KL,,Yes,little america,junction slopes,No,0,0,0,,,,,,,,,,,,,,128,
129,3/1/2005,,Ground,,KL,,Yes,entrance p/o,sepulcher/elk plaza,No,0,0,0,,,,,,,,,,,,,,129,
130,3/1/2005,,Ground,,KL,,Yes,blacktail Dr.,upper blacktail,No,0,0,0,,,,,,,,,,,,,,130,
131,3/1/2005,,Ground,,KL,,Yes,blacktail ponds,blacktail,No,0,0,0,,,,,,,,,,,,,,131,
2,3/2/2005,,Air,DC,KL,,,,sepulcher,,0,0,,winter,,,,,,,,,,,,no waypoint,2,
12,3/2/2005,,Air,DC,KL,,,,elk plaza/sepulcher,,0,0,,winter,,,,,,,,,,,,no waypoint,12,
14,3/2/2005,,Air,DC,KL,,,,Elk Plaza,Yes,0,0,,winter,gr,,bedded,no,12,cow,,,,,,no snow,14,
18,3/2/2005,,Air,DC,KL,,,,sepulcher,,0,0,,winter,,,,,,,,,,,,no waypoint,18,
20,3/2/2005,,Air,DC,KL,,,,stevens creek,,0,0,,winter,,,,,,,,,,,,no waypoint,20,
21,3/2/2005,,Air,DC,KL,,,,hellroaring slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,21,
22,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,22,
23,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,23,
28,3/2/2005,,Air,DC,KL,,,,little cottonwood,,0,0,,winter,,,,,,,,,,,,no waypoint,28,
29,3/2/2005,,Air,DC,KL,,,,junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,29,
30,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,30,
34,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,34,
37,3/2/2005,,Air,DC,KL,,,,cottonwood,,0,0,,winter,,,,,,,,,,,,no waypoint,37,
50,3/2/2005,,Air,DC,KL,,,,junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,50,
52,3/2/2005,,Air,DC,KL,,,,cottonwood,,0,0,,winter,,,,,,,,,,,,no waypoint,52,
59,3/2/2005,,Air,DC,KL,,,,north slopes of specimen,,0,0,,winter,,,,,,,,,,,,no waypoint,59,
69,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,69,
77,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,77,
78,3/2/2005,,Air,DC,KL,,,,South Everts/Blacktail Ponds,No,0,0,,winter,lp,,bedded,unk,15,cow calf,,,,,,"1 - 6"" snow",78,
81,3/2/2005,,Air,DC,KL,,,,Junction slopes,Yes,0,0,,winter,gr shr,,standing,unk,60,cow calf,,,,,,"1 - 6"" snow",81,
83,3/2/2005,,Air,DC,KL,,,,south of tower,,0,0,,winter,,,,,,,,,,,,no waypoint,83,
94,3/2/2005,,Air,DC,KL,,,,North Butte,No,0,0,,winter,gr,,bedded,unk,100+,cow calf,,,,,,no snow,94,
98,3/2/2005,,Air,DC,KL,,,,junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,98,
99,3/2/2005,,Air,DC,KL,,,,South of river from Hellroaring,Yes,0,0,,winter,df,,bedded,no,5,cow,5,,,,,"1 - 6"" snow",99,
100,3/2/2005,,Air,DC,KL,,,,"Geode Bench, near Oxbow",No,0,0,,winter,shr,,bedded,unk,20,cow calf,,,,,,"no snow, 100 meters from 220.280B",100,
102,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,102,
114,3/2/2005,,Air,DC,KL,,,,bison peak/slough,,0,0,,winter,,,,,,,,,,,,no waypoint,114,
115,3/2/2005,,Air,DC,KL,,,,junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,115,
116,3/2/2005,,Air,DC,KL,,,,junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,116,
117,3/2/2005,,Air,DC,KL,,,,sepulcher,,0,0,,winter,,,,,,,,,,,,no waypoint,117,
118,3/2/2005,,Air,DC,KL,,,,upper junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,118,
119,3/2/2005,,Air,DC,KL,,,,little buffalo/junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,119,
120,3/2/2005,,Air,DC,KL,,,,cottonwood,,0,0,,winter,,,,,,,,,,,,no waypoint,120,
121,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,121,
122,3/2/2005,,Air,DC,KL,,,,south of hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,122,
123,3/2/2005,,Air,DC,KL,,,,cottonwood,,0,0,,winter,,,,,,,,,,,,no waypoint,123,
124,3/2/2005,,Air,DC,KL,,,,Agate Creek,Yes,0,0,,winter,bdt lp,early regen,bedded,no,3,cow,3,,,,,"1 - 6"" snow",124,
125,3/2/2005,,Air,DC,KL,,,,hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,125,
126,3/2/2005,,Air,DC,KL,,,,little buffalo,,0,0,,winter,,,,,,,,,,,,no waypoint,126,
127,3/2/2005,,Air,DC,KL,,,,south of hellroaring,,0,0,,winter,,,,,,,,,,,,no waypoint,127,
128,3/2/2005,,Air,DC,KL,,,,little buffalo/junction slopes,,0,0,,winter,,,,,,,,,,,,no waypoint,128,
129,3/2/2005,,Air,DC,KL,,,,sepulcher,,0,0,,winter,,,,,,,,,,,,no waypoint,129,
130,3/2/2005,,Air,DC,KL,,,,"Geode Bench, near Oxbow",No,0,0,,winter,gr,,unk,unk,120,cow calf spike,,,,,,"no snow, 100 meters from 220.080B",130,
131,3/2/2005,,Air,DC,KL,,,,south of Blacktail Drive entrance,No,0,0,,winter,df,,bedded,unk,40,cow calf,,,,,,"1 - 6"" snow",131,
21,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,21,
22,3/4/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,22,
23,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,23,
28,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,28,
29,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,29,
30,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,30,
34,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,34,
37,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,37,
50,3/4/2005,,Ground,,KL,,Yes,floating island,,No,0,0,0,,,,,,,,,,,,,,50,
52,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,52,
59,3/4/2005,,Ground,,KL,,Yes,junction butte,,No,0,0,0,,,,,,,,,,,,,,59,
60,3/4/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,60,
69,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,69,
77,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,77,
78,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,78,
80,3/4/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,80,
81,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,81,
83,3/4/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,83,
84,3/4/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,84,
94,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,94,
98,3/4/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,98,
99,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,99,
100,3/4/2005,,Ground,,KL,,Yes,Blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,100,
102,3/4/2005,,Ground,,KL,,No,hellroaring,,No,0,0,0,,,,,,,,,,,,,,102,
114,3/4/2005,,Ground,,KL,,Yes,east LA (wk),,No,0,0,0,,,,,,,,,,,,,,114,
115,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,115,
116,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,116,
118,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,118,
119,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,119,
120,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,120,
121,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,3,121,
122,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,122,
123,3/4/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,123,
124,3/4/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,124,
125,3/4/2005,,Ground,,KL,,Yes,geode creek,,No,0,0,0,,,,,,,,,,,,,,125,
126,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,126,
127,3/4/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,127,
128,3/4/2005,,Ground,,KL,,Yes,Elk Creek,,No,0,0,0,,,,,,,,,,,,,,128,
130,3/4/2005,,Ground,,KL,,Yes,blacktail drive,,No,0,0,0,,,,,,,,,,,,,,130,
131,3/4/2005,,Ground,,KL,,Yes,north butte,,No,0,0,0,,,,,,,,,,,,,,131,
2,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,2,
12,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,12,
14,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,14,
20,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,20,
21,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,21,
22,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,22,
23,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,23,
28,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,28,
29,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,29,
30,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,30,
34,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,34,
37,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,37,
50,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,50,
52,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,52,
59,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,59,
69,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,69,
77,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,77,
78,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,78,
81,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,81,
83,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,83,
94,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,94,
96,3/7/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,98,
99,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,99,
100,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,100,
102,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,102,
114,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,114,
115,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,115,
116,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,116,
117,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,117,
118,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,118,
119,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,119,
120,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,120,
121,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,121,
122,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,122,
123,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,123,
124,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,124,
125,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,125,
126,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,126,
127,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,127,
128,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,128,
129,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,129,
130,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,130,
131,3/7/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,131,
2,3/10/2005,,Ground,,KN,,Yes,Jardine Rd.,Elk Plaza,No,0,0,0,,,,,,,,,,,,,,2,
12,3/10/2005,,Ground,,KN,,Yes,Jardine Rd.,Elk Plaza,No,0,0,0,,,,,,,,,,,,,,12,
14,3/10/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,14,
18,3/10/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,18,
20,3/10/2005,,Ground,,KN,,Yes,Jardine Rd.,Stephen's Creek,No,0,0,0,,,,,,,,,,,,,,20,
21,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Little Buffalo,No,0,0,0,,,,,,,,,,,,,,21,
22,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Tower,No,0,0,0,,,,,,,,,,,,,,22,
23,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Little Buffalo,No,0,0,0,,,,,,,,,,,,,,23,
28,3/10/2005,,Ground,,KN,,Yes,N Butte,Oxbow,No,0,0,0,,,,,,,,,,,,,,28,
29,3/10/2005,,Ground,,KN,,Yes,Dave's,Hellroaring,No,0,0,0,,,,,,,,,,,,,,29,
30,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Tower,No,0,0,0,,,,,,,,,,,,,,30,
34,3/10/2005,,Ground,,KN,,Yes,N Butte,Cottonwood,No,0,0,0,,,,,,,,,,,,,,34,
37,3/10/2005,,Ground,,KN,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,37,
50,3/10/2005,,Ground,,KN,,Yes,Dave's,Little America,No,0,0,0,,,,,,,,,,,,,,50,
52,3/10/2005,,Ground,,KN,,Yes,Hellroaring,Cottonwood,No,0,0,0,,,,,,,,,,,,,,52,
59,3/10/2005,,Ground,,KN,,Yes,Dave's,Specimen,No,0,0,0,,,,,,,,,,,,,,59,
69,3/10/2005,,Ground,,KN,,Yes,Dave's,Junction,No,0,0,0,,,,,,,,,,,,,,69,
77,3/10/2005,,Ground,,KN,,Yes,Dave's,Junction,No,0,0,0,,,,,,,,,,,,,,77,
78,3/10/2005,,Ground,,KN,,Yes,Undine,,No,0,0,0,,,,,,,,,,,,,,78,
81,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Tower,No,0,0,0,,,,,,,,,,,,,,81,
83,3/10/2005,,Ground,,KN,,Yes,Dave's,Crystal Creek,No,0,0,0,,,,,,,,,,,,,,83,
94,3/10/2005,,Ground,,KN,,Yes,N Butte,Lower BT,No,0,0,0,,,,,,,,,,,,,,94,
96,3/10/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,3/10/2005,,Ground,,KN,,Yes,Dave's,Lower Slough,No,0,0,0,,,,,,,,,,,,,,98,
99,3/10/2005,,Ground,,KN,,Yes,N Butte,Oxbow,No,0,0,0,,,,,,,,,,,,,,99,
100,3/10/2005,,Ground,,KN,,Yes,N Butte,Lower BT,No,0,0,0,,,,,,,,,,,,,,100,
102,3/10/2005,,Ground,,KN,,No,,,No,0,0,0,,,,,,,,,,,,,,102,
114,3/10/2005,,Ground,,KN,,Yes,Hellroaring,Little Buffalo,No,0,0,0,,,,,,,,,,,,,,114,
115,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Tower,No,0,0,0,,,,,,,,,,,,,,115,
116,3/10/2005,,Ground,,KN,,Yes,Dave's,Junction,No,0,0,0,,,,,,,,,,,,,,116,
117,3/10/2005,,Ground,,KN,,Yes,,,No,0,0,0,,,,,,,,,,,,,,117,
118,3/10/2005,,Ground,,KN,,Yes,Dave's,Specimen,No,0,0,0,,,,,,,,,,,,,,118,
119,3/10/2005,,Ground,,KN,,Yes,Dave's,Tower,No,0,0,0,,,,,,,,,,,,,,119,
120,3/10/2005,,Ground,,KN,,Yes,N Butte,Lower BT,No,0,0,0,,,,,,,,,,,,,,120,
121,3/10/2005,,Ground,,KN,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,121,
122,3/10/2005,,Ground,,KN,,Yes,N Butte,Lower BT,No,0,0,0,,,,,,,,,,,,,,122,
123,3/10/2005,,Ground,,KN,,Yes,N Butte,Oxbow,No,0,0,0,,,,,,,,,,,,,,123,
124,3/10/2005,,Ground,,KN,,Yes,Dave's,Junction,No,0,0,0,,,,,,,,,,,,,,124,
125,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Little Buffalo,No,0,0,0,,,,,,,,,,,,,,125,
126,3/10/2005,,Ground,,KN,,Yes,Hellroaring,Hellroaring,No,0,0,0,,,,,,,,,,,,,,126,
127,3/10/2005,,Ground,,KN,,Yes,Elk Creek,Hellroaring,No,0,0,0,,,,,,,,,,,,,,127,
128,3/10/2005,,Ground,,KN,,Yes,Dave's,Little America,No,0,0,0,,,,,,,,,,,,,,128,
129,3/10/2005,,Ground,,KN,,Yes,Jardine Rd.,Elk Plaza,No,0,0,0,,,,,,,,,,,,,,129,
130,3/10/2005,,Ground,,KN,,Yes,N Butte,Oxbow,No,0,0,0,,,,,,,,,,,,,,130,
131,3/10/2005,,Ground,,KN,,Yes,N Butte,Lower BT,No,0,0,0,,,,,,,,,,,,,,131,
2,3/14/2005,,Ground,,KL,,Yes,high bridge,,No,0,0,0,,,,,,,,,,,,,,2,
12,3/14/2005,,Ground,,KL,,Yes,jardine road,,No,0,0,0,,,,,,,,,,,,,,12,
14,3/14/2005,,Ground,,KL,,Yes,jardine road,,No,0,0,0,,,,,,,,,,,,,,14,
18,3/14/2005,,Ground,,KL,,Yes,high bridge,,No,0,0,0,,,,,,,,,,,,,,18,
20,3/14/2005,,Ground,,KL,,Yes,rainbow cliffs,,No,0,0,0,,,,,,,,,,,,,,20,
21,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,21,
22,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,22,
23,3/14/2005,,Ground,,KL,,Yes,BT drive/HR,,No,0,0,0,,,,,,,,,,,,,,23,
28,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,28,
29,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,29,
30,3/14/2005,,Ground,,KL,,Yes,Elk Creek/LA,,No,0,0,0,,,,,,,,,,,,,,30,
34,3/14/2005,,Ground,,KL,,Yes,geode/HR,,No,0,0,0,,,,,,,,,,,,,,34,
37,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,37,
50,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,50,
52,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,52,
59,3/14/2005,,Ground,,KL,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,59,
60,3/14/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,60,
69,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,69,
77,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,77,
78,3/14/2005,,Ground,,KL,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,78,
80,3/14/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,80,
81,3/14/2005,,Ground,,KL,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,81,
83,3/14/2005,,Ground,,KL,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,83,
84,3/14/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,84,
94,3/14/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,94,
96,3/14/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,96,
98,3/14/2005,,Ground,,KL,,Yes,little america,,No,0,0,0,,,,,,,,,,,,,,98,
99,3/14/2005,,Ground,,KL,,Yes,geode creek,,No,0,0,0,,,,,,,,,,,,,,99,
100,3/14/2005,,Ground,,KL,,No,,,No,0,0,0,,,,,,,,,,,,,,100,
102,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,102,
114,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,114,
115,3/14/2005,,Ground,,KL,,Yes,tower,,No,0,0,0,,,,,,,,,,,,,,115,
116,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,116,
117,3/14/2005,,Ground,,KL,,Yes,High Bridge,,No,0,0,0,,,,,,,,,,,,,,117,
118,3/14/2005,,Ground,,KL,,Yes,floating island,,No,0,0,0,,,,,,,,,,,,,,118,
119,3/14/2005,,Ground,,KL,,Yes,floating island,,No,0,0,0,,,,,,,,,,,,,,119,
120,3/14/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,120,
121,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,121,
122,3/14/2005,,Ground,,KL,,Yes,blacktail ponds,,No,0,0,0,,,,,,,,,,,,,,122,
123,3/14/2005,,Ground,,KL,,Yes,BT drive,,No,0,0,0,,,,,,,,,,,,,,123,
124,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,124,
125,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,125,
126,3/14/2005,,Ground,,KL,,Yes,hellroaring,,No,0,0,0,,,,,,,,,,,,,,126,
127,3/14/2005,,Ground,,KL,,Yes,geode creek,,No,0,0,0,,,,,,,,,,,,,,127,
128,3/14/2005,,Ground,,KL,,Yes,elk creek,,No,0,0,0,,,,,,,,,,,,,,128,
129,3/14/2005,,Ground,,KL,,Yes,rainbow cliffs,,No,0,0,0,,,,,,,,,,,,,,129,
130,3/14/2005,,Ground,,KL,,Yes,blacktail,,No,0,0,0,,,,,,,,,,,,,,130,
131,3/14/2005,,Ground,,KL,,Yes,north butte,,No,0,0,0,,,,,,,,,,,,,,131,
2,3/17/2005,,Ground,,KL,,Yes,High Bridge,,No,0,0,0,,,,,,,,,,,,,,2,
12,3/17/2005,,Ground,,KL,,Yes,entrance,,No,0,0,0,,,,,,,,,,,,,,12,
20,3/17/2005,,Ground,,KL,,Yes,entrance/SC,,No,0,0,0,,,,,,,,,,,,,,20,
21,3/17/2005,,Ground,,KL,,Yes,HR/Elk Creek,,No,0,0,0,,,,,,,,,,,,,,21,
22,3/17/2005,,Ground,,KL,,Yes,Geode/HR/EC,,No,0,0,0,,,,,,,,,,,,,,22,
23,3/17/2005,,Ground,,KL,,Yes,Geode,,No,0,0,0,,,,,,,,,,,,,,23,
28,3/17/2005,,Ground,,KL,,Yes,BT drive,,No,0,0,0,,,,,,,,,,,,,,28,
29,3/17/2005,,Ground,,KL,,Yes,BT drive/HR,,No,0,0,0,,,,,,,,,,,,,,29,
30,3/17/2005,,Ground,,KL,,Yes,Tower,,No,0,0,0,,,,,,,,,,,,,,30,
34,3/17/2005,,Ground,,KL,,Yes,Geode/HR,,No,0,0,0,,,,,,,,,,,,,,34,
37,3/17/2005,,Ground,,KL,,Yes,Geode/HR,,No,0,0,0,,,,,,,,,,,,,,37,
50,3/17/2005,,Ground,,KL,,Yes,HR/Elk Creek,,No,0,0,0,,,,,,,,,,,,,,50,
52,3/17/2005,,Ground,,KL,,Yes,BT drive/HR,,No,0,0,0,,,,,,,,,,,,,,52,
59,3/17/2005,,Ground,,KL,,Yes,Elk Creek,,No,0,0,0,,,,,,,,,,,,,,59,
69,3/17/2005,,Ground,,KL,,Yes,HR/Elk Creek,,No,0,0,0,,,,,,,,,,,,,,69,
77,3/17/2005,,Ground,,KL,,Yes,HR/Geode,,No,0,0,0,,,,,,,,,,,,,,77,
78,3/17/2005,,Ground,,KL,,Yes,High Bridge/Wraith,,No,0,0,0,,,,,,,,,,,,,,78,
81,3/17/2005,,Ground,,KL,,Yes,Elk Creek,,No,0,0,0,,,,,,,,,,,,,,81,
83,3/17/2005,,Ground,,KL,,Yes,Elk Creek,,No,0,0,0,,,,,,,,,,,,,,83,
